,shape,class
1493,D00395_06_fill_holes_and_orientation.obj,Motorcycle
1494,D00396_06_fill_holes_and_orientation.obj,Motorcycle
1495,D00476_06_fill_holes_and_orientation.obj,Motorcycle
1496,D00521_06_fill_holes_and_orientation.obj,Motorcycle
1497,D00544_06_fill_holes_and_orientation.obj,Motorcycle
1498,D00594_06_fill_holes_and_orientation.obj,Motorcycle
1499,D00703_06_fill_holes_and_orientation.obj,Motorcycle
1500,D00768_06_fill_holes_and_orientation.obj,Motorcycle
1501,D00858_06_fill_holes_and_orientation.obj,Motorcycle
1502,D00880_06_fill_holes_and_orientation.obj,Motorcycle
1503,D00886_06_fill_holes_and_orientation.obj,Motorcycle
1504,D00945_06_fill_holes_and_orientation.obj,Motorcycle
1505,m1479_06_fill_holes_and_orientation.obj,Motorcycle
1506,m1480_06_fill_holes_and_orientation.obj,Motorcycle
1507,m1481_06_fill_holes_and_orientation.obj,Motorcycle
1508,m1482_06_fill_holes_and_orientation.obj,Motorcycle
1509,m1483_06_fill_holes_and_orientation.obj,Motorcycle
1510,m1484_06_fill_holes_and_orientation.obj,Motorcycle
1511,D00172_06_fill_holes_and_orientation.obj,Mug
1512,D00202_06_fill_holes_and_orientation.obj,Mug
1513,D00227_06_fill_holes_and_orientation.obj,Mug
1514,D00321_06_fill_holes_and_orientation.obj,Mug
1515,D00341_06_fill_holes_and_orientation.obj,Mug
1516,D00372_06_fill_holes_and_orientation.obj,Mug
1517,D00427_06_fill_holes_and_orientation.obj,Mug
1518,D00684_06_fill_holes_and_orientation.obj,Mug
1519,D00685_06_fill_holes_and_orientation.obj,Mug
1520,D00705_06_fill_holes_and_orientation.obj,Mug
1521,D00728_06_fill_holes_and_orientation.obj,Mug
1522,D00745_06_fill_holes_and_orientation.obj,Mug
1523,D00747_06_fill_holes_and_orientation.obj,Mug
1524,D00760_06_fill_holes_and_orientation.obj,Mug
1525,D00770_06_fill_holes_and_orientation.obj,Mug
1526,D00825_06_fill_holes_and_orientation.obj,Mug
1527,D00833_06_fill_holes_and_orientation.obj,Mug
1528,D00908_06_fill_holes_and_orientation.obj,Mug
1529,D00913_06_fill_holes_and_orientation.obj,Mug
1530,D00923_06_fill_holes_and_orientation.obj,Mug
1531,m503_06_fill_holes_and_orientation.obj,Mug
1532,m504_06_fill_holes_and_orientation.obj,Mug
1533,m506_06_fill_holes_and_orientation.obj,Mug
1534,m507_06_fill_holes_and_orientation.obj,Mug
1535,m508_06_fill_holes_and_orientation.obj,Mug
1536,m509_06_fill_holes_and_orientation.obj,Mug
1537,D00036_06_fill_holes_and_orientation.obj,MultiSeat
1538,D00046_06_fill_holes_and_orientation.obj,MultiSeat
1539,D00053_06_fill_holes_and_orientation.obj,MultiSeat
1540,D00145_06_fill_holes_and_orientation.obj,MultiSeat
1541,D00146_06_fill_holes_and_orientation.obj,MultiSeat
1542,D00237_06_fill_holes_and_orientation.obj,MultiSeat
1543,D00245_06_fill_holes_and_orientation.obj,MultiSeat
1544,D00263_06_fill_holes_and_orientation.obj,MultiSeat
1545,D00273_06_fill_holes_and_orientation.obj,MultiSeat
1546,D00285_06_fill_holes_and_orientation.obj,MultiSeat
1547,D00289_06_fill_holes_and_orientation.obj,MultiSeat
1548,D00329_06_fill_holes_and_orientation.obj,MultiSeat
1549,D00586_06_fill_holes_and_orientation.obj,MultiSeat
1550,D00588_06_fill_holes_and_orientation.obj,MultiSeat
1551,D00607_06_fill_holes_and_orientation.obj,MultiSeat
1552,D00637_06_fill_holes_and_orientation.obj,MultiSeat
1553,D00648_06_fill_holes_and_orientation.obj,MultiSeat
1554,D00652_06_fill_holes_and_orientation.obj,MultiSeat
1555,D00749_06_fill_holes_and_orientation.obj,MultiSeat
1556,D00985_06_fill_holes_and_orientation.obj,MultiSeat
1557,m774_06_fill_holes_and_orientation.obj,MultiSeat
1558,m775_06_fill_holes_and_orientation.obj,MultiSeat
1559,m776_06_fill_holes_and_orientation.obj,MultiSeat
1560,m777_06_fill_holes_and_orientation.obj,MultiSeat
1561,m778_06_fill_holes_and_orientation.obj,MultiSeat
1562,m779_06_fill_holes_and_orientation.obj,MultiSeat
1563,m780_06_fill_holes_and_orientation.obj,MultiSeat
1564,m781_06_fill_holes_and_orientation.obj,MultiSeat
1565,m782_06_fill_holes_and_orientation.obj,MultiSeat
1566,m783_06_fill_holes_and_orientation.obj,MultiSeat
1567,m784_06_fill_holes_and_orientation.obj,MultiSeat
1568,m829_06_fill_holes_and_orientation.obj,MultiSeat
1569,m830_06_fill_holes_and_orientation.obj,MultiSeat
1570,m831_06_fill_holes_and_orientation.obj,MultiSeat
1571,m832_06_fill_holes_and_orientation.obj,MultiSeat
1572,m833_06_fill_holes_and_orientation.obj,MultiSeat
1573,m834_06_fill_holes_and_orientation.obj,MultiSeat
1574,m835_06_fill_holes_and_orientation.obj,MultiSeat
1575,m836_06_fill_holes_and_orientation.obj,MultiSeat
1576,m837_06_fill_holes_and_orientation.obj,MultiSeat
1577,m838_06_fill_holes_and_orientation.obj,MultiSeat
1578,m839_06_fill_holes_and_orientation.obj,MultiSeat
1579,m840_06_fill_holes_and_orientation.obj,MultiSeat
1580,m841_06_fill_holes_and_orientation.obj,MultiSeat
1581,m843_06_fill_holes_and_orientation.obj,MultiSeat
1582,m625_06_fill_holes_and_orientation.obj,Musical_Instrument
1583,m626_06_fill_holes_and_orientation.obj,Musical_Instrument
1584,m627_06_fill_holes_and_orientation.obj,Musical_Instrument
1585,m628_06_fill_holes_and_orientation.obj,Musical_Instrument
1586,m629_06_fill_holes_and_orientation.obj,Musical_Instrument
1587,m630_06_fill_holes_and_orientation.obj,Musical_Instrument
1588,m631_06_fill_holes_and_orientation.obj,Musical_Instrument
1589,m632_06_fill_holes_and_orientation.obj,Musical_Instrument
1590,m633_06_fill_holes_and_orientation.obj,Musical_Instrument
1591,m634_06_fill_holes_and_orientation.obj,Musical_Instrument
1592,m635_06_fill_holes_and_orientation.obj,Musical_Instrument
1593,m637_06_fill_holes_and_orientation.obj,Musical_Instrument
1594,m638_06_fill_holes_and_orientation.obj,Musical_Instrument
1595,m639_06_fill_holes_and_orientation.obj,Musical_Instrument
1596,m640_06_fill_holes_and_orientation.obj,Musical_Instrument
1597,m641_06_fill_holes_and_orientation.obj,Musical_Instrument
1598,m643_06_fill_holes_and_orientation.obj,Musical_Instrument
1599,m644_06_fill_holes_and_orientation.obj,Musical_Instrument
1600,m645_06_fill_holes_and_orientation.obj,Musical_Instrument
1601,m646_06_fill_holes_and_orientation.obj,Musical_Instrument
1602,m647_06_fill_holes_and_orientation.obj,Musical_Instrument
1603,D00037_06_fill_holes_and_orientation.obj,NonWheelChair
1604,D00101_06_fill_holes_and_orientation.obj,NonWheelChair
1605,D00170_06_fill_holes_and_orientation.obj,NonWheelChair
1606,D00185_06_fill_holes_and_orientation.obj,NonWheelChair
1607,D00240_06_fill_holes_and_orientation.obj,NonWheelChair
1608,D00306_06_fill_holes_and_orientation.obj,NonWheelChair
1609,D00357_06_fill_holes_and_orientation.obj,NonWheelChair
1610,D00419_06_fill_holes_and_orientation.obj,NonWheelChair
1611,D00443_06_fill_holes_and_orientation.obj,NonWheelChair
1612,D00445_06_fill_holes_and_orientation.obj,NonWheelChair
1613,D00480_06_fill_holes_and_orientation.obj,NonWheelChair
1614,D00481_06_fill_holes_and_orientation.obj,NonWheelChair
1615,D00512_06_fill_holes_and_orientation.obj,NonWheelChair
1616,D00694_06_fill_holes_and_orientation.obj,NonWheelChair
1617,D00707_06_fill_holes_and_orientation.obj,NonWheelChair
1618,D00741_06_fill_holes_and_orientation.obj,NonWheelChair
1619,D00853_06_fill_holes_and_orientation.obj,NonWheelChair
1620,D00914_06_fill_holes_and_orientation.obj,NonWheelChair
1621,D00928_06_fill_holes_and_orientation.obj,NonWheelChair
1622,D00936_06_fill_holes_and_orientation.obj,NonWheelChair
1623,m785_06_fill_holes_and_orientation.obj,NonWheelChair
1624,m786_06_fill_holes_and_orientation.obj,NonWheelChair
1625,m787_06_fill_holes_and_orientation.obj,NonWheelChair
1626,m788_06_fill_holes_and_orientation.obj,NonWheelChair
1627,m789_06_fill_holes_and_orientation.obj,NonWheelChair
1628,m790_06_fill_holes_and_orientation.obj,NonWheelChair
1629,m791_06_fill_holes_and_orientation.obj,NonWheelChair
1630,m793_06_fill_holes_and_orientation.obj,NonWheelChair
1631,m794_06_fill_holes_and_orientation.obj,NonWheelChair
1632,m795_06_fill_holes_and_orientation.obj,NonWheelChair
1633,m796_06_fill_holes_and_orientation.obj,NonWheelChair
1634,m797_06_fill_holes_and_orientation.obj,NonWheelChair
1635,m798_06_fill_holes_and_orientation.obj,NonWheelChair
1636,m799_06_fill_holes_and_orientation.obj,NonWheelChair
1637,m800_06_fill_holes_and_orientation.obj,NonWheelChair
1638,m801_06_fill_holes_and_orientation.obj,NonWheelChair
1639,m804_06_fill_holes_and_orientation.obj,NonWheelChair
1640,m805_06_fill_holes_and_orientation.obj,NonWheelChair
1641,m806_06_fill_holes_and_orientation.obj,NonWheelChair
1642,m807_06_fill_holes_and_orientation.obj,NonWheelChair
1643,m808_06_fill_holes_and_orientation.obj,NonWheelChair
1644,m809_06_fill_holes_and_orientation.obj,NonWheelChair
1645,m810_06_fill_holes_and_orientation.obj,NonWheelChair
1646,m811_06_fill_holes_and_orientation.obj,NonWheelChair
1647,m812_06_fill_holes_and_orientation.obj,NonWheelChair
1648,m813_06_fill_holes_and_orientation.obj,NonWheelChair
1649,m814_06_fill_holes_and_orientation.obj,NonWheelChair
1650,m815_06_fill_holes_and_orientation.obj,NonWheelChair
1651,m816_06_fill_holes_and_orientation.obj,NonWheelChair
1652,m817_06_fill_holes_and_orientation.obj,NonWheelChair
1653,m818_06_fill_holes_and_orientation.obj,NonWheelChair
1654,m819_06_fill_holes_and_orientation.obj,NonWheelChair
1655,m820_06_fill_holes_and_orientation.obj,NonWheelChair
1656,m821_06_fill_holes_and_orientation.obj,NonWheelChair
1657,m822_06_fill_holes_and_orientation.obj,NonWheelChair
1658,m823_06_fill_holes_and_orientation.obj,NonWheelChair
1659,m824_06_fill_holes_and_orientation.obj,NonWheelChair
1660,m826_06_fill_holes_and_orientation.obj,NonWheelChair
1661,m827_06_fill_holes_and_orientation.obj,NonWheelChair
1662,m828_06_fill_holes_and_orientation.obj,NonWheelChair
1663,D00008_06_fill_holes_and_orientation.obj,PianoBoard
1664,D00065_06_fill_holes_and_orientation.obj,PianoBoard
1665,D00075_06_fill_holes_and_orientation.obj,PianoBoard
1666,D00104_06_fill_holes_and_orientation.obj,PianoBoard
1667,D00122_06_fill_holes_and_orientation.obj,PianoBoard
1668,D00181_06_fill_holes_and_orientation.obj,PianoBoard
1669,D00212_06_fill_holes_and_orientation.obj,PianoBoard
1670,D00235_06_fill_holes_and_orientation.obj,PianoBoard
1671,D00253_06_fill_holes_and_orientation.obj,PianoBoard
1672,D00332_06_fill_holes_and_orientation.obj,PianoBoard
1673,D00381_06_fill_holes_and_orientation.obj,PianoBoard
1674,D00441_06_fill_holes_and_orientation.obj,PianoBoard
1675,D00460_06_fill_holes_and_orientation.obj,PianoBoard
1676,D00623_06_fill_holes_and_orientation.obj,PianoBoard
1677,D00718_06_fill_holes_and_orientation.obj,PianoBoard
1678,D00721_06_fill_holes_and_orientation.obj,PianoBoard
1679,D00755_06_fill_holes_and_orientation.obj,PianoBoard
1680,D00885_06_fill_holes_and_orientation.obj,PianoBoard
1681,D00962_06_fill_holes_and_orientation.obj,PianoBoard
1682,D00966_06_fill_holes_and_orientation.obj,PianoBoard
1683,D00049_06_fill_holes_and_orientation.obj,PlantIndoors
1684,D00073_06_fill_holes_and_orientation.obj,PlantIndoors
1685,D00080_06_fill_holes_and_orientation.obj,PlantIndoors
1686,D00087_06_fill_holes_and_orientation.obj,PlantIndoors
1687,D00128_06_fill_holes_and_orientation.obj,PlantIndoors
1688,D00159_06_fill_holes_and_orientation.obj,PlantIndoors
1689,D00238_06_fill_holes_and_orientation.obj,PlantIndoors
1690,D00280_06_fill_holes_and_orientation.obj,PlantIndoors
1691,D00370_06_fill_holes_and_orientation.obj,PlantIndoors
1692,D00379_06_fill_holes_and_orientation.obj,PlantIndoors
1693,D00466_06_fill_holes_and_orientation.obj,PlantIndoors
1694,D00491_06_fill_holes_and_orientation.obj,PlantIndoors
1695,D00595_06_fill_holes_and_orientation.obj,PlantIndoors
1696,D00609_06_fill_holes_and_orientation.obj,PlantIndoors
1697,D00622_06_fill_holes_and_orientation.obj,PlantIndoors
1698,D00624_06_fill_holes_and_orientation.obj,PlantIndoors
1699,D00657_06_fill_holes_and_orientation.obj,PlantIndoors
1700,D00667_06_fill_holes_and_orientation.obj,PlantIndoors
1701,D00800_06_fill_holes_and_orientation.obj,PlantIndoors
1702,D00968_06_fill_holes_and_orientation.obj,PlantIndoors
1703,m1000_06_fill_holes_and_orientation.obj,PlantIndoors
1704,m1001_06_fill_holes_and_orientation.obj,PlantIndoors
1705,m1002_06_fill_holes_and_orientation.obj,PlantIndoors
1706,m1003_06_fill_holes_and_orientation.obj,PlantIndoors
1707,m1004_06_fill_holes_and_orientation.obj,PlantIndoors
1708,m1005_06_fill_holes_and_orientation.obj,PlantIndoors
1709,m1006_06_fill_holes_and_orientation.obj,PlantIndoors
1710,m1007_06_fill_holes_and_orientation.obj,PlantIndoors
1711,m1008_06_fill_holes_and_orientation.obj,PlantIndoors
1712,m1009_06_fill_holes_and_orientation.obj,PlantIndoors
1713,m1010_06_fill_holes_and_orientation.obj,PlantIndoors
1714,m1011_06_fill_holes_and_orientation.obj,PlantIndoors
1715,m1012_06_fill_holes_and_orientation.obj,PlantIndoors
1716,m1013_06_fill_holes_and_orientation.obj,PlantIndoors
1717,m1014_06_fill_holes_and_orientation.obj,PlantIndoors
1718,m1015_06_fill_holes_and_orientation.obj,PlantIndoors
1719,m1016_06_fill_holes_and_orientation.obj,PlantIndoors
1720,m1017_06_fill_holes_and_orientation.obj,PlantIndoors
1721,m1018_06_fill_holes_and_orientation.obj,PlantIndoors
1722,m1020_06_fill_holes_and_orientation.obj,PlantIndoors
1723,m1021_06_fill_holes_and_orientation.obj,PlantIndoors
1724,m1022_06_fill_holes_and_orientation.obj,PlantIndoors
1725,m1023_06_fill_holes_and_orientation.obj,PlantIndoors
1726,m1025_06_fill_holes_and_orientation.obj,PlantIndoors
1727,m1026_06_fill_holes_and_orientation.obj,PlantIndoors
1728,m1027_06_fill_holes_and_orientation.obj,PlantIndoors
1729,m1029_06_fill_holes_and_orientation.obj,PlantIndoors
1730,m1030_06_fill_holes_and_orientation.obj,PlantIndoors
1731,m1031_06_fill_holes_and_orientation.obj,PlantIndoors
1732,m1032_06_fill_holes_and_orientation.obj,PlantIndoors
1733,m1033_06_fill_holes_and_orientation.obj,PlantIndoors
1734,m1034_06_fill_holes_and_orientation.obj,PlantIndoors
1735,m1035_06_fill_holes_and_orientation.obj,PlantIndoors
1736,m1036_06_fill_holes_and_orientation.obj,PlantIndoors
1737,m989_06_fill_holes_and_orientation.obj,PlantIndoors
1738,m990_06_fill_holes_and_orientation.obj,PlantIndoors
1739,m991_06_fill_holes_and_orientation.obj,PlantIndoors
1740,m992_06_fill_holes_and_orientation.obj,PlantIndoors
1741,m993_06_fill_holes_and_orientation.obj,PlantIndoors
1742,m994_06_fill_holes_and_orientation.obj,PlantIndoors
1743,m995_06_fill_holes_and_orientation.obj,PlantIndoors
1744,m996_06_fill_holes_and_orientation.obj,PlantIndoors
1745,m997_06_fill_holes_and_orientation.obj,PlantIndoors
1746,m999_06_fill_holes_and_orientation.obj,PlantIndoors
1747,m1052_06_fill_holes_and_orientation.obj,PlantWildNonTree
1748,m961_06_fill_holes_and_orientation.obj,PlantWildNonTree
1749,m962_06_fill_holes_and_orientation.obj,PlantWildNonTree
1750,m963_06_fill_holes_and_orientation.obj,PlantWildNonTree
1751,m964_06_fill_holes_and_orientation.obj,PlantWildNonTree
1752,m965_06_fill_holes_and_orientation.obj,PlantWildNonTree
1753,m966_06_fill_holes_and_orientation.obj,PlantWildNonTree
1754,m967_06_fill_holes_and_orientation.obj,PlantWildNonTree
1755,m968_06_fill_holes_and_orientation.obj,PlantWildNonTree
1756,m971_06_fill_holes_and_orientation.obj,PlantWildNonTree
1757,m972_06_fill_holes_and_orientation.obj,PlantWildNonTree
1758,m973_06_fill_holes_and_orientation.obj,PlantWildNonTree
1759,m974_06_fill_holes_and_orientation.obj,PlantWildNonTree
1760,m976_06_fill_holes_and_orientation.obj,PlantWildNonTree
1761,m977_06_fill_holes_and_orientation.obj,PlantWildNonTree
1762,m978_06_fill_holes_and_orientation.obj,PlantWildNonTree
1763,m979_06_fill_holes_and_orientation.obj,PlantWildNonTree
1764,m980_06_fill_holes_and_orientation.obj,PlantWildNonTree
1765,m981_06_fill_holes_and_orientation.obj,PlantWildNonTree
1766,m982_06_fill_holes_and_orientation.obj,PlantWildNonTree
1767,m983_06_fill_holes_and_orientation.obj,PlantWildNonTree
1768,m984_06_fill_holes_and_orientation.obj,PlantWildNonTree
1769,m985_06_fill_holes_and_orientation.obj,PlantWildNonTree
1770,m986_06_fill_holes_and_orientation.obj,PlantWildNonTree
1771,m987_06_fill_holes_and_orientation.obj,PlantWildNonTree
1772,m988_06_fill_holes_and_orientation.obj,PlantWildNonTree
1773,D00111_06_fill_holes_and_orientation.obj,Quadruped
1774,D00150_06_fill_holes_and_orientation.obj,Quadruped
1775,D00218_06_fill_holes_and_orientation.obj,Quadruped
1776,D00226_06_fill_holes_and_orientation.obj,Quadruped
1777,D00261_06_fill_holes_and_orientation.obj,Quadruped
1778,D00326_06_fill_holes_and_orientation.obj,Quadruped
1779,D00380_06_fill_holes_and_orientation.obj,Quadruped
1780,D00409_06_fill_holes_and_orientation.obj,Quadruped
1781,D00508_06_fill_holes_and_orientation.obj,Quadruped
1782,D00509_06_fill_holes_and_orientation.obj,Quadruped
1783,D00583_06_fill_holes_and_orientation.obj,Quadruped
1784,D00663_06_fill_holes_and_orientation.obj,Quadruped
1785,D00700_06_fill_holes_and_orientation.obj,Quadruped
1786,D00757_06_fill_holes_and_orientation.obj,Quadruped
1787,D00794_06_fill_holes_and_orientation.obj,Quadruped
1788,D00795_06_fill_holes_and_orientation.obj,Quadruped
1789,D00831_06_fill_holes_and_orientation.obj,Quadruped
1790,D00841_06_fill_holes_and_orientation.obj,Quadruped
1791,D00867_06_fill_holes_and_orientation.obj,Quadruped
1792,D00934_06_fill_holes_and_orientation.obj,Quadruped
1793,m100_06_fill_holes_and_orientation.obj,Quadruped
1794,m101_06_fill_holes_and_orientation.obj,Quadruped
1795,m102_06_fill_holes_and_orientation.obj,Quadruped
1796,m103_06_fill_holes_and_orientation.obj,Quadruped
1797,m104_06_fill_holes_and_orientation.obj,Quadruped
1798,m105_06_fill_holes_and_orientation.obj,Quadruped
1799,m106_06_fill_holes_and_orientation.obj,Quadruped
1800,m107_06_fill_holes_and_orientation.obj,Quadruped
1801,m108_06_fill_holes_and_orientation.obj,Quadruped
1802,m109_06_fill_holes_and_orientation.obj,Quadruped
1803,m110_06_fill_holes_and_orientation.obj,Quadruped
1804,m111_06_fill_holes_and_orientation.obj,Quadruped
1805,m112_06_fill_holes_and_orientation.obj,Quadruped
1806,m273_06_fill_holes_and_orientation.obj,Quadruped
1807,m274_06_fill_holes_and_orientation.obj,Quadruped
1808,m275_06_fill_holes_and_orientation.obj,Quadruped
1809,m276_06_fill_holes_and_orientation.obj,Quadruped
1810,m277_06_fill_holes_and_orientation.obj,Quadruped
1811,m278_06_fill_holes_and_orientation.obj,Quadruped
1812,m279_06_fill_holes_and_orientation.obj,Quadruped
1813,m280_06_fill_holes_and_orientation.obj,Quadruped
1814,m281_06_fill_holes_and_orientation.obj,Quadruped
1815,m282_06_fill_holes_and_orientation.obj,Quadruped
1816,m86_06_fill_holes_and_orientation.obj,Quadruped
1817,m87_06_fill_holes_and_orientation.obj,Quadruped
1818,m88_06_fill_holes_and_orientation.obj,Quadruped
1819,m89_06_fill_holes_and_orientation.obj,Quadruped
1820,m90_06_fill_holes_and_orientation.obj,Quadruped
1821,m91_06_fill_holes_and_orientation.obj,Quadruped
1822,m92_06_fill_holes_and_orientation.obj,Quadruped
1823,m93_06_fill_holes_and_orientation.obj,Quadruped
1824,m94_06_fill_holes_and_orientation.obj,Quadruped
1825,m95_06_fill_holes_and_orientation.obj,Quadruped
1826,m96_06_fill_holes_and_orientation.obj,Quadruped
1827,m97_06_fill_holes_and_orientation.obj,Quadruped
1828,m98_06_fill_holes_and_orientation.obj,Quadruped
1829,m99_06_fill_holes_and_orientation.obj,Quadruped
1830,D00134_06_fill_holes_and_orientation.obj,RectangleTable
1831,D00187_06_fill_holes_and_orientation.obj,RectangleTable
1832,D00230_06_fill_holes_and_orientation.obj,RectangleTable
1833,D00243_06_fill_holes_and_orientation.obj,RectangleTable
1834,D00295_06_fill_holes_and_orientation.obj,RectangleTable
1835,D00302_06_fill_holes_and_orientation.obj,RectangleTable
1836,D00317_06_fill_holes_and_orientation.obj,RectangleTable
1837,D00418_06_fill_holes_and_orientation.obj,RectangleTable
1838,D00421_06_fill_holes_and_orientation.obj,RectangleTable
1839,D00505_06_fill_holes_and_orientation.obj,RectangleTable
1840,D00523_06_fill_holes_and_orientation.obj,RectangleTable
1841,D00530_06_fill_holes_and_orientation.obj,RectangleTable
1842,D00571_06_fill_holes_and_orientation.obj,RectangleTable
1843,D00603_06_fill_holes_and_orientation.obj,RectangleTable
1844,D00678_06_fill_holes_and_orientation.obj,RectangleTable
1845,D00714_06_fill_holes_and_orientation.obj,RectangleTable
1846,D00766_06_fill_holes_and_orientation.obj,RectangleTable
1847,D00944_06_fill_holes_and_orientation.obj,RectangleTable
1848,D00954_06_fill_holes_and_orientation.obj,RectangleTable
1849,m763_06_fill_holes_and_orientation.obj,RectangleTable
1850,m764_06_fill_holes_and_orientation.obj,RectangleTable
1851,m765_06_fill_holes_and_orientation.obj,RectangleTable
1852,m870_06_fill_holes_and_orientation.obj,RectangleTable
1853,m871_06_fill_holes_and_orientation.obj,RectangleTable
1854,m872_06_fill_holes_and_orientation.obj,RectangleTable
1855,m873_06_fill_holes_and_orientation.obj,RectangleTable
1856,m874_06_fill_holes_and_orientation.obj,RectangleTable
1857,m875_06_fill_holes_and_orientation.obj,RectangleTable
1858,m876_06_fill_holes_and_orientation.obj,RectangleTable
1859,m878_06_fill_holes_and_orientation.obj,RectangleTable
1860,m879_06_fill_holes_and_orientation.obj,RectangleTable
1861,m881_06_fill_holes_and_orientation.obj,RectangleTable
1862,m882_06_fill_holes_and_orientation.obj,RectangleTable
1863,m883_06_fill_holes_and_orientation.obj,RectangleTable
1864,m886_06_fill_holes_and_orientation.obj,RectangleTable
1865,m887_06_fill_holes_and_orientation.obj,RectangleTable
1866,m888_06_fill_holes_and_orientation.obj,RectangleTable
1867,m889_06_fill_holes_and_orientation.obj,RectangleTable
1868,m890_06_fill_holes_and_orientation.obj,RectangleTable
1869,m891_06_fill_holes_and_orientation.obj,RectangleTable
1870,m894_06_fill_holes_and_orientation.obj,RectangleTable
1871,m895_06_fill_holes_and_orientation.obj,RectangleTable
1872,m896_06_fill_holes_and_orientation.obj,RectangleTable
1873,m897_06_fill_holes_and_orientation.obj,RectangleTable
1874,m898_06_fill_holes_and_orientation.obj,RectangleTable
1875,m901_06_fill_holes_and_orientation.obj,RectangleTable
1876,m902_06_fill_holes_and_orientation.obj,RectangleTable
1877,m904_06_fill_holes_and_orientation.obj,RectangleTable
1878,m905_06_fill_holes_and_orientation.obj,RectangleTable
1879,m906_06_fill_holes_and_orientation.obj,RectangleTable
1880,m907_06_fill_holes_and_orientation.obj,RectangleTable
1881,m908_06_fill_holes_and_orientation.obj,RectangleTable
1882,m912_06_fill_holes_and_orientation.obj,RectangleTable
1883,m913_06_fill_holes_and_orientation.obj,RectangleTable
1884,m914_06_fill_holes_and_orientation.obj,RectangleTable
1885,m915_06_fill_holes_and_orientation.obj,RectangleTable
1886,m917_06_fill_holes_and_orientation.obj,RectangleTable
1887,m919_06_fill_holes_and_orientation.obj,RectangleTable
1888,m920_06_fill_holes_and_orientation.obj,RectangleTable
1889,D00015_06_fill_holes_and_orientation.obj,Rocket
1890,D00343_06_fill_holes_and_orientation.obj,Rocket
1891,D00346_06_fill_holes_and_orientation.obj,Rocket
1892,D00354_06_fill_holes_and_orientation.obj,Rocket
1893,D00426_06_fill_holes_and_orientation.obj,Rocket
1894,D00428_06_fill_holes_and_orientation.obj,Rocket
1895,D00433_06_fill_holes_and_orientation.obj,Rocket
1896,D00437_06_fill_holes_and_orientation.obj,Rocket
1897,D00472_06_fill_holes_and_orientation.obj,Rocket
1898,D00485_06_fill_holes_and_orientation.obj,Rocket
1899,D00528_06_fill_holes_and_orientation.obj,Rocket
1900,D00564_06_fill_holes_and_orientation.obj,Rocket
1901,D00585_06_fill_holes_and_orientation.obj,Rocket
1902,D00614_06_fill_holes_and_orientation.obj,Rocket
1903,D00697_06_fill_holes_and_orientation.obj,Rocket
1904,D00719_06_fill_holes_and_orientation.obj,Rocket
1905,D00851_06_fill_holes_and_orientation.obj,Rocket
1906,D00942_06_fill_holes_and_orientation.obj,Rocket
1907,D00975_06_fill_holes_and_orientation.obj,Rocket
1908,D00083_06_fill_holes_and_orientation.obj,RoundTable
1909,D00094_06_fill_holes_and_orientation.obj,RoundTable
1910,D00107_06_fill_holes_and_orientation.obj,RoundTable
1911,D00194_06_fill_holes_and_orientation.obj,RoundTable
1912,D00344_06_fill_holes_and_orientation.obj,RoundTable
1913,D00401_06_fill_holes_and_orientation.obj,RoundTable
1914,D00407_06_fill_holes_and_orientation.obj,RoundTable
1915,D00492_06_fill_holes_and_orientation.obj,RoundTable
1916,D00501_06_fill_holes_and_orientation.obj,RoundTable
1917,D00503_06_fill_holes_and_orientation.obj,RoundTable
1918,D00524_06_fill_holes_and_orientation.obj,RoundTable
1919,D00581_06_fill_holes_and_orientation.obj,RoundTable
1920,D00646_06_fill_holes_and_orientation.obj,RoundTable
1921,D00649_06_fill_holes_and_orientation.obj,RoundTable
1922,D00702_06_fill_holes_and_orientation.obj,RoundTable
1923,D00756_06_fill_holes_and_orientation.obj,RoundTable
1924,D00827_06_fill_holes_and_orientation.obj,RoundTable
1925,D00866_06_fill_holes_and_orientation.obj,RoundTable
1926,D00909_06_fill_holes_and_orientation.obj,RoundTable
1927,D00948_06_fill_holes_and_orientation.obj,RoundTable
1928,m921_06_fill_holes_and_orientation.obj,RoundTable
1929,m922_06_fill_holes_and_orientation.obj,RoundTable
1930,m923_06_fill_holes_and_orientation.obj,RoundTable
1931,m924_06_fill_holes_and_orientation.obj,RoundTable
1932,m925_06_fill_holes_and_orientation.obj,RoundTable
1933,m926_06_fill_holes_and_orientation.obj,RoundTable
1934,m927_06_fill_holes_and_orientation.obj,RoundTable
1935,m928_06_fill_holes_and_orientation.obj,RoundTable
1936,m929_06_fill_holes_and_orientation.obj,RoundTable
1937,m930_06_fill_holes_and_orientation.obj,RoundTable
1938,m932_06_fill_holes_and_orientation.obj,RoundTable
1939,m933_06_fill_holes_and_orientation.obj,RoundTable
1940,m934_06_fill_holes_and_orientation.obj,RoundTable
1941,m935_06_fill_holes_and_orientation.obj,RoundTable
1942,m937_06_fill_holes_and_orientation.obj,RoundTable
1943,m938_06_fill_holes_and_orientation.obj,RoundTable
1944,D00057_06_fill_holes_and_orientation.obj,Shelf
1945,D00074_06_fill_holes_and_orientation.obj,Shelf
1946,D00129_06_fill_holes_and_orientation.obj,Shelf
1947,D00171_06_fill_holes_and_orientation.obj,Shelf
1948,D00198_06_fill_holes_and_orientation.obj,Shelf
1949,D00242_06_fill_holes_and_orientation.obj,Shelf
