,x,y
m1205_06_fill_holes_and_orientation.obj,19.913467,-11.429171
m1207_06_fill_holes_and_orientation.obj,22.194864,-45.870007
m1208_06_fill_holes_and_orientation.obj,8.5082035,-21.775219
m1209_06_fill_holes_and_orientation.obj,11.263055,-11.927991
m1210_06_fill_holes_and_orientation.obj,14.051216,-8.744716
m1211_06_fill_holes_and_orientation.obj,0.3763459,-25.8987
m1212_06_fill_holes_and_orientation.obj,14.629578,-28.02158
m1214_06_fill_holes_and_orientation.obj,21.151026,-28.13492
m1215_06_fill_holes_and_orientation.obj,9.206291,-20.421553
m1216_06_fill_holes_and_orientation.obj,22.622105,-28.177952
m1217_06_fill_holes_and_orientation.obj,19.419847,-27.103832
m1218_06_fill_holes_and_orientation.obj,19.485449,-28.836008
m1219_06_fill_holes_and_orientation.obj,9.694977,-20.30315
m1220_06_fill_holes_and_orientation.obj,9.42853,-32.580246
m1221_06_fill_holes_and_orientation.obj,8.314746,-1.5625396
m1222_06_fill_holes_and_orientation.obj,10.276445,-1.8667498
m1223_06_fill_holes_and_orientation.obj,18.62042,-28.425993
m1224_06_fill_holes_and_orientation.obj,30.586428,-22.803663
m1225_06_fill_holes_and_orientation.obj,20.077063,-11.813688
m1226_06_fill_holes_and_orientation.obj,22.71951,-29.688234
m1227_06_fill_holes_and_orientation.obj,14.198297,-35.258286
m1228_06_fill_holes_and_orientation.obj,8.10413,-37.597244
m1229_06_fill_holes_and_orientation.obj,16.116085,-22.034805
m1230_06_fill_holes_and_orientation.obj,10.334181,-32.501778
m1231_06_fill_holes_and_orientation.obj,18.866396,-30.177952
m1232_06_fill_holes_and_orientation.obj,3.7564995,-32.860554
m1233_06_fill_holes_and_orientation.obj,23.012114,-24.144724
m1234_06_fill_holes_and_orientation.obj,14.333869,-29.898083
m1235_06_fill_holes_and_orientation.obj,18.612507,-28.69193
m1236_06_fill_holes_and_orientation.obj,18.068834,-40.21446
m1237_06_fill_holes_and_orientation.obj,6.4025526,-20.806292
m1238_06_fill_holes_and_orientation.obj,22.673082,-26.434204
m1239_06_fill_holes_and_orientation.obj,9.809927,-11.499066
m1240_06_fill_holes_and_orientation.obj,21.737173,-25.966742
m1241_06_fill_holes_and_orientation.obj,12.01744,-12.040099
m1242_06_fill_holes_and_orientation.obj,20.337196,-21.97771
m1243_06_fill_holes_and_orientation.obj,21.065655,-29.359423
m1245_06_fill_holes_and_orientation.obj,-2.1837726,-38.711273
m1246_06_fill_holes_and_orientation.obj,17.414831,-27.167192
m1247_06_fill_holes_and_orientation.obj,7.6255674,-19.42502
m1248_06_fill_holes_and_orientation.obj,7.342033,-20.368246
m1249_06_fill_holes_and_orientation.obj,16.187569,-12.916238
m1250_06_fill_holes_and_orientation.obj,1.8938316,-21.300623
m1251_06_fill_holes_and_orientation.obj,-9.949617,-54.30396
m1252_06_fill_holes_and_orientation.obj,17.448257,-29.705194
m1253_06_fill_holes_and_orientation.obj,14.986431,-19.371443
m1255_06_fill_holes_and_orientation.obj,16.249704,-17.837639
m1256_06_fill_holes_and_orientation.obj,9.191095,-41.83497
m1257_06_fill_holes_and_orientation.obj,9.661853,-42.237297
m1258_06_fill_holes_and_orientation.obj,1.4291837,-22.380018
m1259_06_fill_holes_and_orientation.obj,0.5765868,-19.709517
m1260_06_fill_holes_and_orientation.obj,-3.8212264,-21.111404
m1261_06_fill_holes_and_orientation.obj,13.547379,-11.620013
m1262_06_fill_holes_and_orientation.obj,20.465483,-28.90767
m1263_06_fill_holes_and_orientation.obj,18.844402,-30.826342
m1264_06_fill_holes_and_orientation.obj,21.191437,-31.064547
m1265_06_fill_holes_and_orientation.obj,22.29915,-46.010765
m1266_06_fill_holes_and_orientation.obj,19.547892,-31.349983
m1267_06_fill_holes_and_orientation.obj,3.9003365,-26.731508
m1268_06_fill_holes_and_orientation.obj,13.206648,-41.23693
m1269_06_fill_holes_and_orientation.obj,16.68367,-40.86637
m1271_06_fill_holes_and_orientation.obj,14.932742,-39.53051
m1273_06_fill_holes_and_orientation.obj,13.860355,-40.78891
m1274_06_fill_holes_and_orientation.obj,3.6222527,-30.241653
m1275_06_fill_holes_and_orientation.obj,-0.30753773,-35.42489
m1276_06_fill_holes_and_orientation.obj,15.98962,-40.90551
m1277_06_fill_holes_and_orientation.obj,18.884863,-43.803047
m1278_06_fill_holes_and_orientation.obj,13.218753,-44.897724
m1279_06_fill_holes_and_orientation.obj,12.872951,-43.142002
m1280_06_fill_holes_and_orientation.obj,15.011728,-41.403275
m1281_06_fill_holes_and_orientation.obj,17.298315,-46.37591
m1282_06_fill_holes_and_orientation.obj,17.343021,-41.46176
m1283_06_fill_holes_and_orientation.obj,15.951293,-40.217014
m1284_06_fill_holes_and_orientation.obj,-0.93453985,-50.78982
m1285_06_fill_holes_and_orientation.obj,12.904082,-45.03395
m1286_06_fill_holes_and_orientation.obj,7.5034914,-29.375729
m1287_06_fill_holes_and_orientation.obj,10.224091,-44.162235
m1288_06_fill_holes_and_orientation.obj,3.203373,-22.372604
m1289_06_fill_holes_and_orientation.obj,0.22969712,-25.429794
m1290_06_fill_holes_and_orientation.obj,7.654745,-29.358137
m1291_06_fill_holes_and_orientation.obj,0.55433184,-17.20168
m1292_06_fill_holes_and_orientation.obj,4.970498,-36.85891
m1293_06_fill_holes_and_orientation.obj,-3.2494833,-48.801647
m1296_06_fill_holes_and_orientation.obj,33.33352,1.5824043
m1297_06_fill_holes_and_orientation.obj,36.22771,-9.443135
m1298_06_fill_holes_and_orientation.obj,-3.8491943,-15.846368
m1299_06_fill_holes_and_orientation.obj,14.339651,-9.916741
m1300_06_fill_holes_and_orientation.obj,3.3831325,-21.106121
m1301_06_fill_holes_and_orientation.obj,28.467575,-10.289276
D01015_06_fill_holes_and_orientation.obj,24.267422,-34.784233
D01025_06_fill_holes_and_orientation.obj,37.102276,-15.013952
D01032_06_fill_holes_and_orientation.obj,43.999413,-1.3110081
D01051_06_fill_holes_and_orientation.obj,26.182657,-33.76242
D01054_06_fill_holes_and_orientation.obj,45.993214,6.9161854
D01057_06_fill_holes_and_orientation.obj,43.62763,4.7743464
D01063_06_fill_holes_and_orientation.obj,40.164883,-13.840384
D01075_06_fill_holes_and_orientation.obj,40.030647,-6.7116528
D01077_06_fill_holes_and_orientation.obj,40.974876,11.41704
D01107_06_fill_holes_and_orientation.obj,40.836662,-3.347954
D01119_06_fill_holes_and_orientation.obj,41.36588,9.219466
D01132_06_fill_holes_and_orientation.obj,43.69249,4.410672
D01150_06_fill_holes_and_orientation.obj,21.248854,-7.9874415
D01168_06_fill_holes_and_orientation.obj,41.069447,10.525784
D01174_06_fill_holes_and_orientation.obj,38.54099,-17.090498
D01187_06_fill_holes_and_orientation.obj,38.14408,-15.881579
D01189_06_fill_holes_and_orientation.obj,47.707607,6.862275
m722_06_fill_holes_and_orientation.obj,32.359337,-34.34107
m723_06_fill_holes_and_orientation.obj,14.998441,-44.931923
m724_06_fill_holes_and_orientation.obj,40.131916,11.024496
m725_06_fill_holes_and_orientation.obj,31.895672,-9.403695
m726_06_fill_holes_and_orientation.obj,41.79406,8.578074
m727_06_fill_holes_and_orientation.obj,35.10554,-0.043844752
m728_06_fill_holes_and_orientation.obj,30.497107,-10.261854
D00017_06_fill_holes_and_orientation.obj,-26.759642,24.058474
D00051_06_fill_holes_and_orientation.obj,-9.681515,40.186634
D00100_06_fill_holes_and_orientation.obj,-24.092703,17.510954
D00173_06_fill_holes_and_orientation.obj,-16.284464,28.903212
D00272_06_fill_holes_and_orientation.obj,-14.194757,32.30636
D00334_06_fill_holes_and_orientation.obj,-11.714827,15.520115
D00458_06_fill_holes_and_orientation.obj,-12.9952,28.815926
D00529_06_fill_holes_and_orientation.obj,-11.578186,28.939714
D00577_06_fill_holes_and_orientation.obj,-14.2083235,36.89983
D00611_06_fill_holes_and_orientation.obj,-12.570759,28.36801
D00723_06_fill_holes_and_orientation.obj,-14.225056,37.16275
D00761_06_fill_holes_and_orientation.obj,-7.4559937,31.317953
D00778_06_fill_holes_and_orientation.obj,-10.110878,31.082235
D00799_06_fill_holes_and_orientation.obj,-11.328064,17.223763
D00801_06_fill_holes_and_orientation.obj,13.646034,19.323078
D00918_06_fill_holes_and_orientation.obj,-16.027517,34.96112
D00932_06_fill_holes_and_orientation.obj,-12.359505,30.910181
D00933_06_fill_holes_and_orientation.obj,-11.891463,14.970393
D00952_06_fill_holes_and_orientation.obj,-31.08159,23.57828
D00971_06_fill_holes_and_orientation.obj,-12.520299,29.796991
D00007_06_fill_holes_and_orientation.obj,-1.8968794,17.203232
D00141_06_fill_holes_and_orientation.obj,11.533323,3.6735232
D00229_06_fill_holes_and_orientation.obj,-26.409933,6.9207163
D00336_06_fill_holes_and_orientation.obj,-14.742738,50.211304
D00339_06_fill_holes_and_orientation.obj,14.300697,4.3767557
D00364_06_fill_holes_and_orientation.obj,-13.556839,50.120186
D00387_06_fill_holes_and_orientation.obj,8.314559,16.316542
D00391_06_fill_holes_and_orientation.obj,16.890434,6.6963696
D00412_06_fill_holes_and_orientation.obj,-21.842463,9.758264
D00444_06_fill_holes_and_orientation.obj,-8.024982,21.011982
D00469_06_fill_holes_and_orientation.obj,-10.070533,44.307533
D00548_06_fill_holes_and_orientation.obj,14.534299,9.040756
D00659_06_fill_holes_and_orientation.obj,-6.663029,51.760468
D00852_06_fill_holes_and_orientation.obj,-11.576382,45.648277
D00863_06_fill_holes_and_orientation.obj,-6.581566,18.637806
D00915_06_fill_holes_and_orientation.obj,-15.672697,-7.167394
D00919_06_fill_holes_and_orientation.obj,11.66492,53.190178
D00920_06_fill_holes_and_orientation.obj,22.37968,-34.136307
D00978_06_fill_holes_and_orientation.obj,-8.255641,42.206234
D01000_06_fill_holes_and_orientation.obj,-17.257456,-13.222367
D00011_06_fill_holes_and_orientation.obj,1.6554208,-33.636692
D00019_06_fill_holes_and_orientation.obj,3.9405649,-22.607376
D00043_06_fill_holes_and_orientation.obj,4.809707,-23.862543
D00098_06_fill_holes_and_orientation.obj,21.564358,-25.428709
D00167_06_fill_holes_and_orientation.obj,11.487294,-44.64072
D00169_06_fill_holes_and_orientation.obj,8.688411,-23.292221
D00262_06_fill_holes_and_orientation.obj,21.487347,-27.549686
D00301_06_fill_holes_and_orientation.obj,9.665134,-34.114407
D00304_06_fill_holes_and_orientation.obj,29.989166,-20.177074
D00319_06_fill_holes_and_orientation.obj,4.585136,-25.513044
D00402_06_fill_holes_and_orientation.obj,29.323841,-19.141642
D00482_06_fill_holes_and_orientation.obj,9.947634,-46.45907
D00617_06_fill_holes_and_orientation.obj,5.351081,-23.255718
D00688_06_fill_holes_and_orientation.obj,5.348251,-30.301168
D00798_06_fill_holes_and_orientation.obj,2.8514926,-24.396868
D00840_06_fill_holes_and_orientation.obj,11.510571,-20.722677
D00864_06_fill_holes_and_orientation.obj,6.296575,-48.00724
D00925_06_fill_holes_and_orientation.obj,5.5882397,-26.444078
D00963_06_fill_holes_and_orientation.obj,10.706887,-42.805477
D00995_06_fill_holes_and_orientation.obj,10.001181,-44.69459
D00021_06_fill_holes_and_orientation.obj,-14.8528805,22.790222
D00039_06_fill_holes_and_orientation.obj,-15.836788,16.980223
D00054_06_fill_holes_and_orientation.obj,-4.6265,-20.875854
D00224_06_fill_holes_and_orientation.obj,0.48436078,-11.019686
D00269_06_fill_holes_and_orientation.obj,-0.04745338,-11.446786
D00288_06_fill_holes_and_orientation.obj,14.62343,16.329712
D00342_06_fill_holes_and_orientation.obj,-5.3071156,-19.913204
D00345_06_fill_holes_and_orientation.obj,-12.412968,24.37862
D00395_06_fill_holes_and_orientation.obj,-5.490695,-19.083424
D00396_06_fill_holes_and_orientation.obj,-4.9168572,-20.580551
D00476_06_fill_holes_and_orientation.obj,-11.632779,-8.510882
D00521_06_fill_holes_and_orientation.obj,-1.3385047,-19.080402
D00544_06_fill_holes_and_orientation.obj,-13.034234,-8.8675995
D00594_06_fill_holes_and_orientation.obj,-12.975812,-8.92062
D00703_06_fill_holes_and_orientation.obj,-12.093146,3.2001574
D00768_06_fill_holes_and_orientation.obj,-10.497563,-6.023353
D00858_06_fill_holes_and_orientation.obj,-7.3864245,-13.398725
D00880_06_fill_holes_and_orientation.obj,-21.842916,2.6184778
D00886_06_fill_holes_and_orientation.obj,-7.732767,-7.612733
D00945_06_fill_holes_and_orientation.obj,-10.263299,27.779512
m1479_06_fill_holes_and_orientation.obj,-13.01872,-8.870452
m1480_06_fill_holes_and_orientation.obj,-14.856822,22.792225
m1481_06_fill_holes_and_orientation.obj,11.962967,-7.0224476
m1482_06_fill_holes_and_orientation.obj,-7.7681155,-7.6300282
m1483_06_fill_holes_and_orientation.obj,-12.08618,3.2094913
m1484_06_fill_holes_and_orientation.obj,2.67331,-9.881034
D00172_06_fill_holes_and_orientation.obj,-36.83938,7.91018
D00202_06_fill_holes_and_orientation.obj,-37.489056,7.9241037
D00227_06_fill_holes_and_orientation.obj,-23.218157,-6.812212
D00321_06_fill_holes_and_orientation.obj,-41.404037,1.5536286
D00341_06_fill_holes_and_orientation.obj,-38.067936,9.337799
D00372_06_fill_holes_and_orientation.obj,-37.845085,10.011629
D00427_06_fill_holes_and_orientation.obj,-20.43044,2.104708
D00684_06_fill_holes_and_orientation.obj,-34.1362,17.93611
D00685_06_fill_holes_and_orientation.obj,0.56873524,42.611656
D00705_06_fill_holes_and_orientation.obj,-33.922092,3.771205
D00728_06_fill_holes_and_orientation.obj,-22.85427,-6.102807
D00745_06_fill_holes_and_orientation.obj,-24.10167,-5.98742
D00747_06_fill_holes_and_orientation.obj,-36.79346,2.3466659
D00760_06_fill_holes_and_orientation.obj,-13.9876375,43.109226
D00770_06_fill_holes_and_orientation.obj,-37.22752,9.507228
D00825_06_fill_holes_and_orientation.obj,-23.981024,-6.3360047
D00833_06_fill_holes_and_orientation.obj,-11.646712,48.47975
D00908_06_fill_holes_and_orientation.obj,-4.385116,53.76545
D00913_06_fill_holes_and_orientation.obj,-35.594463,3.7956085
D00923_06_fill_holes_and_orientation.obj,-41.362644,16.659098
m503_06_fill_holes_and_orientation.obj,-34.857574,1.5486878
m504_06_fill_holes_and_orientation.obj,-34.136673,17.937885
m506_06_fill_holes_and_orientation.obj,-35.509186,-8.075603
m507_06_fill_holes_and_orientation.obj,-37.4713,7.1471944
m508_06_fill_holes_and_orientation.obj,-18.726393,4.0006027
m509_06_fill_holes_and_orientation.obj,-38.098515,10.360413
D00036_06_fill_holes_and_orientation.obj,-16.701777,42.298183
D00046_06_fill_holes_and_orientation.obj,-18.074486,44.31603
D00053_06_fill_holes_and_orientation.obj,14.66136,49.76315
D00145_06_fill_holes_and_orientation.obj,0.122187324,35.729313
D00146_06_fill_holes_and_orientation.obj,4.3454957,52.949127
D00237_06_fill_holes_and_orientation.obj,3.696779,48.631176
D00245_06_fill_holes_and_orientation.obj,3.6247797,53.442394
D00263_06_fill_holes_and_orientation.obj,-15.79904,41.078117
D00273_06_fill_holes_and_orientation.obj,6.752514,51.820835
D00285_06_fill_holes_and_orientation.obj,-13.6271515,38.791817
D00289_06_fill_holes_and_orientation.obj,9.652163,48.371765
D00329_06_fill_holes_and_orientation.obj,-46.065506,13.905373
D00586_06_fill_holes_and_orientation.obj,8.484125,51.463425
D00588_06_fill_holes_and_orientation.obj,5.873694,52.55648
D00607_06_fill_holes_and_orientation.obj,4.425077,53.839294
D00637_06_fill_holes_and_orientation.obj,-10.220041,43.906796
D00648_06_fill_holes_and_orientation.obj,2.216717,52.74397
D00652_06_fill_holes_and_orientation.obj,-10.537254,35.238945
D00749_06_fill_holes_and_orientation.obj,-18.60919,39.435387
D00985_06_fill_holes_and_orientation.obj,-17.75958,42.455353
m774_06_fill_holes_and_orientation.obj,-46.43091,-4.4125237
m775_06_fill_holes_and_orientation.obj,-41.718227,-8.361619
m776_06_fill_holes_and_orientation.obj,-8.342957,-29.016232
m777_06_fill_holes_and_orientation.obj,20.163872,-33.937477
m778_06_fill_holes_and_orientation.obj,-40.12092,9.158357
m779_06_fill_holes_and_orientation.obj,-15.520215,-30.71176
m780_06_fill_holes_and_orientation.obj,-40.926823,-9.568954
m781_06_fill_holes_and_orientation.obj,-41.422104,-8.81304
m782_06_fill_holes_and_orientation.obj,-3.7475061,-17.157694
m783_06_fill_holes_and_orientation.obj,-44.02642,-4.440845
m784_06_fill_holes_and_orientation.obj,3.5935557,27.62337
m829_06_fill_holes_and_orientation.obj,20.773642,15.192422
m830_06_fill_holes_and_orientation.obj,5.4073443,43.16464
m831_06_fill_holes_and_orientation.obj,-15.681162,6.724714
m832_06_fill_holes_and_orientation.obj,-14.468764,27.054075
m833_06_fill_holes_and_orientation.obj,-18.7402,26.631792
m834_06_fill_holes_and_orientation.obj,-15.161735,17.579447
m835_06_fill_holes_and_orientation.obj,-14.114176,24.78623
m836_06_fill_holes_and_orientation.obj,4.7891355,49.458748
m837_06_fill_holes_and_orientation.obj,-1.0536815,36.060646
m838_06_fill_holes_and_orientation.obj,-1.5083568,36.490784
m839_06_fill_holes_and_orientation.obj,-46.07825,13.896346
m840_06_fill_holes_and_orientation.obj,-15.65123,43.580814
m841_06_fill_holes_and_orientation.obj,-42.404655,6.1541796
m843_06_fill_holes_and_orientation.obj,6.534388,52.48467
m625_06_fill_holes_and_orientation.obj,44.93859,0.27268875
m626_06_fill_holes_and_orientation.obj,42.679695,-4.0295324
m627_06_fill_holes_and_orientation.obj,26.1202,-13.712775
m628_06_fill_holes_and_orientation.obj,45.27735,-1.4161694
m629_06_fill_holes_and_orientation.obj,42.345703,-3.4254935
m630_06_fill_holes_and_orientation.obj,39.841923,3.0161831
m631_06_fill_holes_and_orientation.obj,36.959435,0.43140522
m632_06_fill_holes_and_orientation.obj,40.711643,1.2892312
m633_06_fill_holes_and_orientation.obj,24.117117,-36.681065
m634_06_fill_holes_and_orientation.obj,38.81732,-4.378498
m635_06_fill_holes_and_orientation.obj,35.786293,2.0450957
m637_06_fill_holes_and_orientation.obj,43.58659,-7.5671196
m638_06_fill_holes_and_orientation.obj,27.788918,-30.070427
m639_06_fill_holes_and_orientation.obj,19.82227,-36.301193
m640_06_fill_holes_and_orientation.obj,36.0662,18.099745
m641_06_fill_holes_and_orientation.obj,27.04022,-29.775671
m643_06_fill_holes_and_orientation.obj,-34.228218,7.1452727
m644_06_fill_holes_and_orientation.obj,-21.338121,5.257906
m645_06_fill_holes_and_orientation.obj,-21.390934,4.7637377
m646_06_fill_holes_and_orientation.obj,-34.75109,-3.3392446
m647_06_fill_holes_and_orientation.obj,-18.720629,-25.71913
D00037_06_fill_holes_and_orientation.obj,-40.061417,3.2258086
D00101_06_fill_holes_and_orientation.obj,-5.1822567,-11.384194
D00170_06_fill_holes_and_orientation.obj,-29.555645,-13.615715
D00185_06_fill_holes_and_orientation.obj,-36.773273,-12.98921
D00240_06_fill_holes_and_orientation.obj,-22.965132,-20.807484
D00306_06_fill_holes_and_orientation.obj,-25.813623,5.860858
D00357_06_fill_holes_and_orientation.obj,-30.703825,2.372403
D00419_06_fill_holes_and_orientation.obj,-30.81368,-13.498865
D00443_06_fill_holes_and_orientation.obj,-19.980654,-19.432005
D00445_06_fill_holes_and_orientation.obj,-28.710659,-21.36321
D00480_06_fill_holes_and_orientation.obj,-25.796618,-20.23978
D00481_06_fill_holes_and_orientation.obj,-22.718723,-30.253809
D00512_06_fill_holes_and_orientation.obj,-36.27641,-13.626946
D00694_06_fill_holes_and_orientation.obj,-18.487152,-18.55767
D00707_06_fill_holes_and_orientation.obj,-19.729753,12.225628
D00741_06_fill_holes_and_orientation.obj,-29.677008,-16.698189
D00853_06_fill_holes_and_orientation.obj,-38.323147,-19.138489
D00914_06_fill_holes_and_orientation.obj,-39.0674,-5.957777
D00928_06_fill_holes_and_orientation.obj,-23.30224,-22.632402
D00936_06_fill_holes_and_orientation.obj,-17.90567,-21.265541
m785_06_fill_holes_and_orientation.obj,-40.03322,-6.2633386
m786_06_fill_holes_and_orientation.obj,-46.05708,7.399952
m787_06_fill_holes_and_orientation.obj,-28.655272,-1.1684958
m788_06_fill_holes_and_orientation.obj,0.7969089,-14.30506
m789_06_fill_holes_and_orientation.obj,-28.649637,-0.7418989
m790_06_fill_holes_and_orientation.obj,-3.3033607,-39.65161
m791_06_fill_holes_and_orientation.obj,-45.47561,9.410797
m793_06_fill_holes_and_orientation.obj,-33.84841,-8.973029
m794_06_fill_holes_and_orientation.obj,-36.37598,-14.882379
m795_06_fill_holes_and_orientation.obj,-24.021051,4.708504
m796_06_fill_holes_and_orientation.obj,-32.075775,3.845023
m797_06_fill_holes_and_orientation.obj,-34.969845,-10.273493
m798_06_fill_holes_and_orientation.obj,-16.938805,-23.120527
m799_06_fill_holes_and_orientation.obj,-39.210953,-2.7829661
m800_06_fill_holes_and_orientation.obj,-28.201277,-8.125292
m801_06_fill_holes_and_orientation.obj,-25.140417,3.7792025
m804_06_fill_holes_and_orientation.obj,-38.312313,-3.003381
m805_06_fill_holes_and_orientation.obj,-21.694368,-21.082335
m806_06_fill_holes_and_orientation.obj,-1.8152333,-13.091489
m807_06_fill_holes_and_orientation.obj,-27.767197,-15.733853
m808_06_fill_holes_and_orientation.obj,-25.58205,-20.986364
m809_06_fill_holes_and_orientation.obj,15.060226,-36.6306
m810_06_fill_holes_and_orientation.obj,-29.873001,-14.423119
m811_06_fill_holes_and_orientation.obj,-36.6972,-13.9319
m812_06_fill_holes_and_orientation.obj,-35.594204,-14.921102
m813_06_fill_holes_and_orientation.obj,-34.84973,-16.770998
m814_06_fill_holes_and_orientation.obj,-34.74645,-15.757302
m815_06_fill_holes_and_orientation.obj,-33.965332,-16.364311
m816_06_fill_holes_and_orientation.obj,-29.552097,-21.062454
m817_06_fill_holes_and_orientation.obj,-40.844036,-5.5063906
m818_06_fill_holes_and_orientation.obj,-31.204124,-14.8850355
m819_06_fill_holes_and_orientation.obj,-19.635094,-27.082155
m820_06_fill_holes_and_orientation.obj,-31.977491,-13.802897
m821_06_fill_holes_and_orientation.obj,-26.598078,-23.108294
m822_06_fill_holes_and_orientation.obj,-26.470167,-19.707481
m823_06_fill_holes_and_orientation.obj,-32.863384,-13.910515
m824_06_fill_holes_and_orientation.obj,-29.681938,-13.429345
m826_06_fill_holes_and_orientation.obj,-30.170158,-15.4429655
m827_06_fill_holes_and_orientation.obj,-23.157204,-21.995432
m828_06_fill_holes_and_orientation.obj,-28.348837,-18.253815
D00008_06_fill_holes_and_orientation.obj,-31.831797,18.588377
D00065_06_fill_holes_and_orientation.obj,25.997875,-22.506275
D00075_06_fill_holes_and_orientation.obj,25.398846,42.022438
D00104_06_fill_holes_and_orientation.obj,20.144405,40.518814
D00122_06_fill_holes_and_orientation.obj,19.101233,40.438942
D00181_06_fill_holes_and_orientation.obj,0.8245393,18.753849
D00212_06_fill_holes_and_orientation.obj,27.02527,-23.110981
D00235_06_fill_holes_and_orientation.obj,-22.481438,7.669374
D00253_06_fill_holes_and_orientation.obj,2.2688777,51.09464
D00332_06_fill_holes_and_orientation.obj,25.358334,41.97031
D00381_06_fill_holes_and_orientation.obj,15.149236,3.1611862
D00441_06_fill_holes_and_orientation.obj,-18.871084,41.50157
D00460_06_fill_holes_and_orientation.obj,3.0227883,50.496613
D00623_06_fill_holes_and_orientation.obj,-21.40159,22.13042
D00718_06_fill_holes_and_orientation.obj,14.5282345,3.867802
D00721_06_fill_holes_and_orientation.obj,6.9411225,37.427975
D00755_06_fill_holes_and_orientation.obj,20.108202,42.476223
D00885_06_fill_holes_and_orientation.obj,18.174402,41.647602
D00962_06_fill_holes_and_orientation.obj,17.25746,39.8186
D00966_06_fill_holes_and_orientation.obj,21.133371,41.295364
D00049_06_fill_holes_and_orientation.obj,-33.49595,-11.928633
D00073_06_fill_holes_and_orientation.obj,-13.045247,-20.1128
D00080_06_fill_holes_and_orientation.obj,-34.230453,-22.878716
D00087_06_fill_holes_and_orientation.obj,-31.827501,-4.777763
D00128_06_fill_holes_and_orientation.obj,-30.230215,-10.705268
D00159_06_fill_holes_and_orientation.obj,-36.68307,-11.105906
D00238_06_fill_holes_and_orientation.obj,-39.70492,-26.58246
D00280_06_fill_holes_and_orientation.obj,-18.100286,-15.304469
D00370_06_fill_holes_and_orientation.obj,-30.523724,14.412916
D00379_06_fill_holes_and_orientation.obj,-29.577745,-5.3322024
D00466_06_fill_holes_and_orientation.obj,-32.000984,-8.03303
D00491_06_fill_holes_and_orientation.obj,-30.489895,-5.268783
D00595_06_fill_holes_and_orientation.obj,-39.62566,-28.873627
D00609_06_fill_holes_and_orientation.obj,-12.166172,-49.295464
D00622_06_fill_holes_and_orientation.obj,-17.61597,-6.6060047
D00624_06_fill_holes_and_orientation.obj,-32.898582,13.583329
D00657_06_fill_holes_and_orientation.obj,-5.854684,-50.245995
D00667_06_fill_holes_and_orientation.obj,-29.395725,-27.129372
D00800_06_fill_holes_and_orientation.obj,-28.473232,-26.931307
D00968_06_fill_holes_and_orientation.obj,5.8756204,-39.357254
m1000_06_fill_holes_and_orientation.obj,-33.477222,-11.886247
m1001_06_fill_holes_and_orientation.obj,-13.0334015,-20.11707
m1002_06_fill_holes_and_orientation.obj,-13.482279,-47.36233
m1003_06_fill_holes_and_orientation.obj,-29.582739,-5.3525224
m1004_06_fill_holes_and_orientation.obj,-28.67815,-26.976303
m1005_06_fill_holes_and_orientation.obj,-15.309227,-38.763313
m1006_06_fill_holes_and_orientation.obj,-6.244615,-49.491783
m1007_06_fill_holes_and_orientation.obj,-30.531017,14.409487
m1008_06_fill_holes_and_orientation.obj,-5.2088943,-51.647324
m1009_06_fill_holes_and_orientation.obj,4.6299014,-44.87665
m1010_06_fill_holes_and_orientation.obj,-14.864455,-48.085888
m1011_06_fill_holes_and_orientation.obj,-6.292428,-48.52045
m1012_06_fill_holes_and_orientation.obj,-5.163577,-50.39153
m1013_06_fill_holes_and_orientation.obj,-39.884766,-29.304739
m1014_06_fill_holes_and_orientation.obj,-39.679012,-28.88573
m1015_06_fill_holes_and_orientation.obj,-13.154656,-18.339453
m1016_06_fill_holes_and_orientation.obj,17.994726,-33.947605
m1017_06_fill_holes_and_orientation.obj,-17.634336,-6.60113
m1018_06_fill_holes_and_orientation.obj,-33.025215,13.529318
m1020_06_fill_holes_and_orientation.obj,-39.669098,-26.357311
m1021_06_fill_holes_and_orientation.obj,5.854617,-39.387177
m1022_06_fill_holes_and_orientation.obj,-18.10015,-15.302351
m1023_06_fill_holes_and_orientation.obj,-31.967516,-8.050064
m1025_06_fill_holes_and_orientation.obj,-12.237618,-49.18172
m1026_06_fill_holes_and_orientation.obj,-31.384644,-8.157503
m1027_06_fill_holes_and_orientation.obj,-31.910744,-4.7650337
m1029_06_fill_holes_and_orientation.obj,-17.672983,-37.211403
m1030_06_fill_holes_and_orientation.obj,-26.763742,-9.946228
m1031_06_fill_holes_and_orientation.obj,-31.675499,-29.068037
m1032_06_fill_holes_and_orientation.obj,-31.961744,-15.511719
m1033_06_fill_holes_and_orientation.obj,-27.252502,-18.374422
m1034_06_fill_holes_and_orientation.obj,-2.642216,-43.825436
m1035_06_fill_holes_and_orientation.obj,-35.43291,17.255764
m1036_06_fill_holes_and_orientation.obj,0.84087855,-36.709316
m989_06_fill_holes_and_orientation.obj,-25.63323,22.791403
m990_06_fill_holes_and_orientation.obj,-20.634724,-13.605208
m991_06_fill_holes_and_orientation.obj,-34.00082,-13.474086
m992_06_fill_holes_and_orientation.obj,-18.309996,-23.366453
m993_06_fill_holes_and_orientation.obj,27.048872,7.7582355
m994_06_fill_holes_and_orientation.obj,-33.630646,-21.406584
m995_06_fill_holes_and_orientation.obj,-27.462112,8.142521
m996_06_fill_holes_and_orientation.obj,-26.426847,-24.593245
m997_06_fill_holes_and_orientation.obj,-28.570732,-6.17035
