name,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins
Datasets\UnifiedPreprocessed\Data\AircraftBuoyant\m1347_unified_prepared.obj,0.133921;0.110668;0.089254;0.077682;0.061010;0.051598;0.047988;0.052118;0.054219;0.052378;0.045157;0.038686;0.036656;0.035826;0.037666;0.032485;0.021753;0.013662;0.005871;0.001400,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.052120;0.392835;0.253917;0.019637;0.028097;0.022561;0.018279;0.046689;0.095467;0.048987;0.021412;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.121400;0.166440;0.148100;0.050780;0.024200;0.029470;0.045740;0.067520;0.065010;0.131580;0.063540;0.029890;0.017810;0.004610;0.005040;0.007270;0.007220;0.010880;0.003500;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.532570;0.224030;0.085630;0.032930;0.027010;0.024560;0.023800;0.022720;0.017850;0.007620;0.001190;0.000060;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.873340;0.075300;0.030760;0.013160;0.005420;0.001730;0.000250;0.000040;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\AircraftBuoyant\m1348_unified_prepared.obj,0.094115;0.146413;0.121249;0.086164;0.061370;0.050728;0.044137;0.040146;0.036856;0.036686;0.034856;0.034826;0.036136;0.036796;0.039116;0.040977;0.033055;0.019383;0.006051;0.000940,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.128912;0.134580;0.117347;0.044218;0.058050;0.066893;0.081633;0.099887;0.117914;0.071769;0.037982;0.040703;0.000113;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.027930;0.073110;0.090580;0.093280;0.088160;0.077770;0.078480;0.087910;0.082930;0.067880;0.051160;0.033560;0.027540;0.027810;0.028050;0.025810;0.021800;0.014760;0.001480;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.261370;0.240320;0.189700;0.138810;0.097560;0.053380;0.014510;0.003750;0.000430;0.000150;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.765380;0.175600;0.049460;0.008770;0.000700;0.000080;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\AircraftBuoyant\m1349_unified_prepared.obj,0.236366;0.081776;0.050876;0.047985;0.043754;0.043664;0.042234;0.051987;0.081046;0.057218;0.047705;0.032150;0.030630;0.026839;0.022837;0.018436;0.016865;0.017005;0.028959;0.021667,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.058485;0.028420;0.286553;0.517792;0.003171;0.000940;0.010100;0.007986;0.030182;0.031474;0.005520;0.019378;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.220620;0.090350;0.255770;0.049280;0.161470;0.016370;0.020520;0.013380;0.041020;0.090750;0.019720;0.017410;0.000680;0.000220;0.000290;0.000080;0.000490;0.000890;0.000580;0.000110,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.750730;0.078120;0.088820;0.025320;0.038470;0.010310;0.002980;0.002040;0.001940;0.000810;0.000180;0.000220;0.000060;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.957580;0.025160;0.008540;0.005280;0.001320;0.000810;0.001030;0.000090;0.000120;0.000040;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\AircraftBuoyant\m1350_unified_prepared.obj,0.122251;0.140264;0.049558;0.051899;0.051629;0.054019;0.062251;0.068612;0.075123;0.072462;0.062941;0.048398;0.037946;0.028925;0.023364;0.017323;0.014252;0.010462;0.006571;0.001750,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000112;0.002799;0.106011;0.583455;0.275719;0.002351;0.002911;0.001791;0.002351;0.003694;0.008844;0.007053;0.002911;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.389890;0.087340;0.048020;0.362430;0.046420;0.008870;0.013450;0.010420;0.003240;0.001440;0.001460;0.003740;0.011730;0.008240;0.002900;0.000150;0.000110;0.000070;0.000060;0.000020,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.941470;0.014340;0.018490;0.005610;0.010270;0.008030;0.000860;0.000350;0.000330;0.000170;0.000080;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.997010;0.001100;0.000700;0.000600;0.000330;0.000200;0.000060;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\AircraftBuoyant\m1351_unified_prepared.obj,0.113717;0.115238;0.120559;0.086651;0.058704;0.047821;0.044891;0.037769;0.062115;0.049242;0.045581;0.028757;0.027717;0.033948;0.032278;0.029017;0.031017;0.021005;0.012023;0.001950,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.003074;0.258299;0.276740;0.049668;0.049176;0.049422;0.071306;0.121711;0.082124;0.003811;0.000000;0.005041;0.004057;0.006762;0.010942;0.007868;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.085570;0.042310;0.124630;0.140190;0.166750;0.121460;0.055840;0.045100;0.063410;0.093920;0.004670;0.007930;0.009760;0.009710;0.005480;0.006650;0.007290;0.006160;0.003170;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.431190;0.324040;0.151480;0.065630;0.017950;0.008650;0.001060;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.937350;0.056550;0.006040;0.000060;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\AircraftBuoyant\m1352_unified_prepared.obj,0.089774;0.103208;0.112780;0.099697;0.079982;0.065918;0.054155;0.047623;0.041961;0.040651;0.038280;0.038530;0.037490;0.038260;0.039911;0.034069;0.021236;0.011403;0.004281;0.000790,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.001276;0.093567;0.273551;0.092035;0.079142;0.055527;0.060505;0.052208;0.074164;0.103395;0.077610;0.037018;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.046400;0.079170;0.071200;0.071090;0.078150;0.092800;0.109490;0.100020;0.094700;0.081630;0.047910;0.028570;0.022260;0.018490;0.017860;0.016730;0.013250;0.009090;0.001190;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.295460;0.200660;0.149050;0.118650;0.090300;0.071340;0.046880;0.022490;0.004250;0.000890;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.705960;0.164950;0.075630;0.035920;0.014370;0.002970;0.000190;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00045_unified_prepared.obj,0.031997;0.066854;0.084218;0.095260;0.100541;0.098341;0.094500;0.091159;0.082737;0.072745;0.056672;0.041899;0.028136;0.019484;0.013103;0.008782;0.005871;0.004241;0.002661;0.000800,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000308;0.000820;0.000615;0.000205;0.000410;0.020714;0.063987;0.119360;0.153507;0.284865;0.212469;0.115463;0.024610;0.002256;0.000000;0.000000;0.000000;0.000000;0.000000;0.000410,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.008090;0.024990;0.038200;0.053000;0.064320;0.072820;0.078020;0.082620;0.119430;0.106940;0.091570;0.083390;0.099490;0.053070;0.019390;0.003950;0.000410;0.000110;0.000050;0.000140,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.076980;0.105270;0.111660;0.113240;0.110530;0.106110;0.095750;0.085740;0.071980;0.054900;0.035550;0.020150;0.007660;0.003210;0.000880;0.000180;0.000050;0.000020;0.000080;0.000060,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.289040;0.179610;0.132760;0.100930;0.079090;0.059510;0.045950;0.034630;0.024800;0.018310;0.012460;0.008730;0.005800;0.003350;0.002120;0.001350;0.000700;0.000400;0.000260;0.000200,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00086_unified_prepared.obj,0.070456;0.117967;0.115877;0.100663;0.084950;0.068806;0.049091;0.037219;0.032287;0.034418;0.050192;0.057183;0.049711;0.039499;0.031337;0.023905;0.017254;0.011353;0.006161;0.001670,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.000501;0.007647;0.025699;0.071455;0.304375;0.326062;0.086875;0.069700;0.054030;0.039112;0.013915;0.000251;0.000376;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.022630;0.058520;0.085920;0.097830;0.091970;0.081070;0.074370;0.069550;0.072110;0.072490;0.066210;0.058460;0.050980;0.040990;0.027120;0.016980;0.008720;0.003590;0.000490;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.234560;0.214610;0.162350;0.115930;0.077410;0.053480;0.037720;0.029370;0.022960;0.017100;0.012970;0.009110;0.005770;0.003730;0.001880;0.000640;0.000300;0.000070;0.000020;0.000020,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.631290;0.177110;0.083950;0.046620;0.026640;0.015880;0.009000;0.004900;0.002350;0.001250;0.000580;0.000250;0.000120;0.000040;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00138_unified_prepared.obj,0.112781;0.128374;0.097118;0.073274;0.061282;0.057421;0.054530;0.052270;0.049499;0.049649;0.044648;0.042968;0.037337;0.033896;0.029006;0.025545;0.021934;0.015933;0.010052;0.002480,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000715;0.173794;0.286837;0.241811;0.188326;0.005360;0.006552;0.033711;0.019535;0.005718;0.003931;0.007624;0.007266;0.002263;0.010244;0.005360;0.000953;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.166660;0.190500;0.191170;0.126910;0.177350;0.042870;0.018750;0.012740;0.010020;0.012470;0.013750;0.011000;0.010420;0.007380;0.003580;0.002820;0.000750;0.000300;0.000280;0.000280,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.824610;0.096850;0.043640;0.012840;0.010070;0.004720;0.002160;0.001400;0.000920;0.000760;0.000500;0.000470;0.000270;0.000270;0.000140;0.000100;0.000050;0.000060;0.000050;0.000120,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.981730;0.012360;0.003210;0.001200;0.000670;0.000350;0.000150;0.000080;0.000090;0.000040;0.000010;0.000030;0.000010;0.000020;0.000020;0.000000;0.000000;0.000000;0.000020;0.000010,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00156_unified_prepared.obj,0.042610;0.082290;0.097924;0.096843;0.091382;0.089852;0.082510;0.075918;0.068376;0.062925;0.053573;0.043030;0.032828;0.025456;0.019085;0.013853;0.010322;0.006952;0.003321;0.000950,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000313;0.000313;0.000000;0.000000;0.002504;0.005634;0.020764;0.066882;0.066152;0.069386;0.111436;0.222245;0.130426;0.168406;0.071995;0.062396;0.000313;0.000835;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.008840;0.014650;0.032850;0.051610;0.051240;0.056510;0.059860;0.062590;0.067820;0.057580;0.070860;0.090030;0.072890;0.087600;0.069080;0.056780;0.040430;0.029710;0.013930;0.005140,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.060190;0.085760;0.093370;0.091200;0.085740;0.078710;0.070420;0.062690;0.056310;0.052910;0.046730;0.042030;0.035980;0.032090;0.027440;0.021210;0.017330;0.012590;0.009040;0.018260,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.255880;0.160100;0.116600;0.091320;0.071100;0.060200;0.049580;0.039850;0.032440;0.026420;0.021240;0.016840;0.013310;0.010260;0.008090;0.005910;0.005250;0.003680;0.003200;0.008730,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00310_unified_prepared.obj,0.051781;0.094241;0.108274;0.105463;0.089570;0.079517;0.067555;0.061974;0.058133;0.052882;0.046360;0.039229;0.034057;0.029536;0.025206;0.021365;0.015223;0.011473;0.006511;0.001650,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.018227;0.039808;0.081740;0.125685;0.130046;0.109807;0.074024;0.061277;0.051437;0.076596;0.109807;0.099072;0.020127;0.002348;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.011270;0.031000;0.049510;0.062250;0.085060;0.097780;0.121480;0.118400;0.087190;0.070440;0.059880;0.051700;0.045430;0.032860;0.020090;0.019790;0.019730;0.013350;0.002500;0.000290,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.122800;0.169260;0.164480;0.140690;0.114120;0.087820;0.068530;0.047520;0.032330;0.023120;0.013690;0.008480;0.004310;0.001720;0.000820;0.000210;0.000080;0.000020;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.469930;0.217600;0.128320;0.077300;0.046320;0.026910;0.015110;0.008810;0.004890;0.002660;0.001220;0.000510;0.000240;0.000110;0.000040;0.000010;0.000020;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00348_unified_prepared.obj,0.087989;0.101744;0.104755;0.098252;0.081267;0.072024;0.062311;0.056449;0.049196;0.044465;0.037322;0.034551;0.031810;0.030170;0.027709;0.023358;0.019366;0.016595;0.014195;0.006472,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.020540;0.058604;0.077708;0.157857;0.128268;0.090779;0.108015;0.095231;0.108733;0.046538;0.055731;0.046682;0.004884;0.000431;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.021530;0.036110;0.054100;0.065400;0.085940;0.096190;0.095860;0.099840;0.102440;0.089950;0.064810;0.046200;0.035650;0.029810;0.027100;0.020780;0.013370;0.009350;0.004180;0.001390,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.203780;0.175860;0.148430;0.123230;0.098140;0.071440;0.049950;0.034810;0.026610;0.020250;0.015660;0.011380;0.008140;0.005410;0.003350;0.002290;0.000720;0.000360;0.000110;0.000080,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.771420;0.127750;0.050520;0.024750;0.013810;0.006230;0.002630;0.001020;0.000470;0.000270;0.000260;0.000180;0.000110;0.000100;0.000100;0.000100;0.000060;0.000030;0.000040;0.000150,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Apartment\D00366_unified_prepared.obj,0.083708;0.103405;0.092171;0.084989;0.081538;0.075676;0.072825;0.063272;0.056289;0.052608;0.045485;0.036502;0.031861;0.028840;0.023708;0.019297;0.017456;0.014885;0.011514;0.003971,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000762;0.005462;0.075330;0.172002;0.158918;0.162983;0.081682;0.080285;0.108613;0.116616;0.035442;0.001016;0.000889;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.031680;0.067250;0.095560;0.099150;0.085540;0.083920;0.064420;0.108900;0.108760;0.074840;0.054930;0.040710;0.029150;0.022190;0.017230;0.009990;0.004650;0.000990;0.000120;0.000020,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.322030;0.188210;0.123150;0.089690;0.072640;0.055300;0.045740;0.033400;0.023130;0.016840;0.011970;0.008430;0.004750;0.002270;0.001410;0.000580;0.000270;0.000150;0.000010;0.000030,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.685450;0.123890;0.066470;0.040020;0.025640;0.017220;0.012410;0.008510;0.006190;0.004640;0.003140;0.001870;0.001350;0.001040;0.000780;0.000740;0.000220;0.000210;0.000030;0.000180,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
