file,category,original_vertices,resampled_vertices,original_faces,resampled_faces,expected_action,actual_action,change
m235.obj,Humanoid,408,9932,812,19860,subdivide,subdivided,9524
m236.obj,Humanoid,2841,8614,5445,16959,subdivide,subdivided,5773
m237.obj,Humanoid,480,7650,956,15296,subdivide,subdivided,7170
m238.obj,Humanoid,559,7488,880,14032,subdivide,subdivided,6929
m239.obj,Humanoid,551,7162,831,13248,subdivide,subdivided,6611
m240.obj,Humanoid,716,8476,1352,16872,subdivide,subdivided,7760
m241.obj,Humanoid,589,7569,874,13936,subdivide,subdivided,6980
m242.obj,Humanoid,598,7644,880,14032,subdivide,subdivided,7046
m243.obj,Humanoid,568,7386,857,13664,subdivide,subdivided,6818
m244.obj,Humanoid,540,7160,840,13360,subdivide,subdivided,6620
m245.obj,Humanoid,574,7440,862,13744,subdivide,subdivided,6866
m246.obj,Humanoid,583,7620,886,14128,subdivide,subdivided,7037
m248.obj,Humanoid,518,7452,897,14320,subdivide,subdivided,6934
m249.obj,Humanoid,7970,7957,15874,15675,unchanged,simplified,-13
m250.obj,Humanoid,10589,8121,20349,15855,simplify,simplified,-2468
m251.obj,Humanoid,8077,8077,16126,16126,unchanged,unchanged,0
m252.obj,Humanoid,9698,9698,19304,19260,unchanged,unchanged,0
m253.obj,Humanoid,11806,9242,23197,18073,simplify,simplified,-2564
m254.obj,Humanoid,16082,8663,31221,17043,simplify,simplified,-7419
m255.obj,Humanoid,16870,9119,35325,17807,simplify,simplified,-7751
m256.obj,Humanoid,7303,7288,14424,14207,unchanged,simplified,-15
m257.obj,Humanoid,372,8836,721,17635,subdivide,subdivided,8464
m258.obj,Humanoid,12410,9508,24119,18809,simplify,simplified,-2902
m259.obj,Humanoid,402,8940,728,17804,subdivide,subdivided,8538
m260.obj,Humanoid,1068,9050,2092,18003,subdivide,subdivided,7982
m261.obj,Humanoid,481,7264,895,14144,subdivide,subdivided,6783
m262.obj,Humanoid,470,7139,880,13920,subdivide,subdivided,6669
m263.obj,Humanoid,478,7264,899,14208,subdivide,subdivided,6786
m264.obj,Humanoid,8798,8798,17547,17536,unchanged,unchanged,0
m265.obj,Humanoid,16267,8882,32530,17760,simplify,simplified,-7385
m266.obj,Humanoid,1092,9277,2132,18485,subdivide,subdivided,8185
D00081.obj,Insect,313,7900,578,15752,subdivide,subdivided,7587
D00082.obj,Insect,6502,9905,12876,19677,unchanged,subdivided,3403
D00102.obj,Insect,2572,9224,5046,17800,subdivide,subdivided,6652
D00109.obj,Insect,3248,9176,5280,16441,subdivide,subdivided,5928
D00117.obj,Insect,5090,9773,9732,19042,unchanged,subdivided,4683
D00136.obj,Insect,1384,8076,2556,15482,subdivide,subdivided,6692
D00160.obj,Insect,253,8026,458,16004,subdivide,subdivided,7773
D00180.obj,Insect,2572,9218,5046,17808,subdivide,subdivided,6646
D00231.obj,Insect,312,9986,570,19918,subdivide,subdivided,9674
D00291.obj,Insect,286,9247,528,18450,subdivide,subdivided,8961
D00294.obj,Insect,2022,7118,3110,12392,subdivide,subdivided,5096
D00309.obj,Insect,1551,8906,2818,17229,subdivide,subdivided,7355
D00315.obj,Insect,314,7822,572,15588,subdivide,subdivided,7508
D00333.obj,Insect,5923,8951,11290,17229,unchanged,subdivided,3028
D00399.obj,Insect,2762,8468,5295,16519,subdivide,subdivided,5706
D00430.obj,Insect,23399,8998,46540,17776,simplify,simplified,-14401
D00510.obj,Insect,329,9663,550,19218,subdivide,subdivided,9334
D00590.obj,Insect,1292,7889,2580,15774,subdivide,subdivided,6597
D00615.obj,Insect,2546,8802,5088,16888,subdivide,subdivided,6256
D00662.obj,Insect,22657,8711,41626,15908,simplify,simplified,-13946
D00668.obj,Insect,15305,8368,30554,16680,simplify,simplified,-6937
D00672.obj,Insect,3334,9283,5490,16678,subdivide,subdivided,5949
D00695.obj,Insect,790,9460,1500,18720,subdivide,subdivided,8670
D00713.obj,Insect,1728,6842,6808,13340,subdivide,subdivided,5114
D00732.obj,Insect,12008,9375,23932,18666,simplify,simplified,-2633
D00734.obj,Insect,1588,9267,2976,18198,subdivide,subdivided,7679
D00746.obj,Insect,4250,9177,8324,18178,subdivide,subdivided,4927
D00752.obj,Insect,12528,9778,25000,19500,simplify,simplified,-2750
D00753.obj,Insect,10092,7897,19952,15562,simplify,simplified,-2195
D00774.obj,Insect,1548,9169,2980,18222,subdivide,subdivided,7621
D00786.obj,Insect,2830,8544,5358,16709,subdivide,subdivided,5714
D00787.obj,Insect,420,9575,972,18938,subdivide,subdivided,9155
D00788.obj,Insect,6170,8749,9662,14744,unchanged,subdivided,2579
D00806.obj,Insect,309,7896,578,15752,subdivide,subdivided,7587
D00814.obj,Insect,1362,8082,2628,16068,subdivide,subdivided,6720
D00855.obj,Insect,299,9701,554,19358,subdivide,subdivided,9402
D00884.obj,Insect,22663,8709,41626,15908,simplify,simplified,-13954
D00895.obj,Insect,4173,8856,15702,17003,subdivide,subdivided,4683
D00973.obj,Insect,7638,7638,15145,15145,unchanged,unchanged,0
D00989.obj,Insect,313,8031,588,16024,subdivide,subdivided,7718
m0.obj,Insect,298,8647,492,17190,subdivide,subdivided,8349
m1.obj,Insect,255,8199,410,15962,subdivide,subdivided,7944
m10.obj,Insect,1362,8082,2628,16068,subdivide,subdivided,6720
m11.obj,Insect,368,8859,724,17706,subdivide,subdivided,8491
m12.obj,Insect,278,8665,500,17190,subdivide,subdivided,8387
m13.obj,Insect,491,7220,1087,13776,subdivide,subdivided,6729
m14.obj,Insect,891,8225,1678,16333,subdivide,subdivided,7334
m15.obj,Insect,368,8859,724,17706,subdivide,subdivided,8491
m16.obj,Insect,2666,8196,5162,16104,subdivide,subdivided,5530
m17.obj,Insect,1548,9169,2980,18222,subdivide,subdivided,7621
m18.obj,Insect,4250,9177,8324,18178,subdivide,subdivided,4927
m19.obj,Insect,3339,9311,5490,16678,subdivide,subdivided,5972
m2.obj,Insect,3495,8325,6667,16223,subdivide,subdivided,4830
m20.obj,Insect,1624,9477,3042,18601,subdivide,subdivided,7853
m21.obj,Insect,346,9768,556,19428,subdivide,subdivided,9422
m23.obj,Insect,462,7032,876,14016,subdivide,subdivided,6570
m24.obj,Insect,163,9108,284,18176,subdivide,subdivided,8945
m25.obj,Insect,1249,9762,2494,19520,subdivide,subdivided,8513
m26.obj,Insect,5266,7986,10274,15704,unchanged,subdivided,2720
m3.obj,Insect,486,7326,912,14592,subdivide,subdivided,6840
m4.obj,Insect,4346,9233,8216,17942,subdivide,subdivided,4887
m6.obj,Insect,9184,9173,17998,17819,unchanged,simplified,-11
m8.obj,Insect,423,8293,698,16435,subdivide,subdivided,7870
m9.obj,Insect,557,7593,894,14304,subdivide,subdivided,7036
m1147.obj,Jet,1149,9925,2320,19708,subdivide,subdivided,8776
m1149.obj,Jet,3003,9229,5874,18326,subdivide,subdivided,6226
m1150.obj,Jet,622,9812,1228,19616,subdivide,subdivided,9190
m1151.obj,Jet,858,8066,1660,16080,subdivide,subdivided,7208
m1152.obj,Jet,3726,7886,6881,14697,subdivide,subdivided,4160
m1153.obj,Jet,743,9168,1478,18308,subdivide,subdivided,8425
m1154.obj,Jet,520,8020,1000,16000,subdivide,subdivided,7500
m1155.obj,Jet,3680,8383,5724,13928,subdivide,subdivided,4703
m1156.obj,Jet,1335,9919,2452,19206,subdivide,subdivided,8584
m1157.obj,Jet,1264,9733,2088,18240,subdivide,subdivided,8469
m1158.obj,Jet,336,8163,588,16025,subdivide,subdivided,7827
m1159.obj,Jet,3726,7886,6881,14697,subdivide,subdivided,4160
m1161.obj,Jet,1486,9394,1692,14675,subdivide,subdivided,7908
m1162.obj,Jet,2960,8931,5706,17776,subdivide,subdivided,5971
m1163.obj,Jet,1014,8115,2778,14697,subdivide,subdivided,7101
m1165.obj,Jet,448,9623,768,18784,subdivide,subdivided,9175
m1166.obj,Jet,349,7931,772,15922,subdivide,subdivided,7582
m1167.obj,Jet,2838,8374,3992,13388,subdivide,subdivided,5536
m1168.obj,Jet,500,7579,1106,14688,subdivide,subdivided,7079
m1169.obj,Jet,1198,9175,2237,17811,subdivide,subdivided,7977
m1171.obj,Jet,3110,9278,5622,17321,subdivide,subdivided,6168
m1172.obj,Jet,1965,7515,4928,14352,subdivide,subdivided,5550
m1173.obj,Jet,2572,9970,4856,19424,subdivide,subdivided,7398
m1174.obj,Jet,281,9683,552,19286,subdivide,subdivided,9402
m1175.obj,Jet,2344,9232,4592,18368,subdivide,subdivided,6888
m1177.obj,Jet,507,8073,1010,16128,subdivide,subdivided,7566
m1178.obj,Jet,258,8297,572,16352,subdivide,subdivided,8039
m1179.obj,Jet,1203,9088,1994,16867,subdivide,subdivided,7885
m1180.obj,Jet,531,8431,1058,16864,subdivide,subdivided,7900
m1181.obj,Jet,412,9972,816,19910,subdivide,subdivided,9560
m1182.obj,Jet,179,8837,354,17670,subdivide,subdivided,8658
m1183.obj,Jet,520,8039,780,14879,subdivide,subdivided,7519
m1184.obj,Jet,182,8401,382,16772,subdivide,subdivided,8219
m1185.obj,Jet,152,9035,338,17664,subdivide,subdivided,8883
m1187.obj,Jet,299,8090,596,16133,subdivide,subdivided,7791
m1188.obj,Jet,279,9383,538,18798,subdivide,subdivided,9104
m1190.obj,Jet,142,8603,318,16960,subdivide,subdivided,8461
m1191.obj,Jet,1295,9809,2444,19158,subdivide,subdivided,8514
m1193.obj,Jet,1020,8851,2030,17698,subdivide,subdivided,7831
m1194.obj,Jet,757,7941,1188,14625,subdivide,subdivided,7184
m1195.obj,Jet,340,8661,460,16073,subdivide,subdivided,8321
m1196.obj,Jet,523,6877,804,12864,subdivide,subdivided,6354
m1197.obj,Jet,235,7799,484,15654,subdivide,subdivided,7564
m1198.obj,Jet,224,7998,462,15689,subdivide,subdivided,7774
m1199.obj,Jet,602,9090,1136,17744,subdivide,subdivided,8488
m1200.obj,Jet,197,8907,450,17671,subdivide,subdivided,8710
m1201.obj,Jet,6769,8009,11310,13341,unchanged,subdivided,1240
m1202.obj,Jet,688,8329,1332,16622,subdivide,subdivided,7641
m1204.obj,Jet,277,8728,588,17261,subdivide,subdivided,8451
m1205.obj,Jet,369,8119,556,15153,subdivide,subdivided,7750
m1207.obj,Jet,412,8216,669,16020,subdivide,subdivided,7804
m1208.obj,Jet,308,8392,519,16143,subdivide,subdivided,8084
m1209.obj,Jet,244,8388,480,16772,subdivide,subdivided,8144
m1210.obj,Jet,577,9184,1145,18320,subdivide,subdivided,8607
m1211.obj,Jet,486,6939,852,13472,subdivide,subdivided,6453
m1212.obj,Jet,1173,9439,2513,18240,subdivide,subdivided,8266
m1214.obj,Jet,887,9824,1752,19621,subdivide,subdivided,8937
m1215.obj,Jet,162,9862,308,19712,subdivide,subdivided,9700
m1216.obj,Jet,879,9813,1754,19622,subdivide,subdivided,8934
m1217.obj,Jet,305,8131,594,16134,subdivide,subdivided,7826
m1218.obj,Jet,274,9756,400,19018,subdivide,subdivided,9482
m1219.obj,Jet,185,9087,364,18170,subdivide,subdivided,8902
m1220.obj,Jet,437,6886,862,13760,subdivide,subdivided,6449
m1221.obj,Jet,372,5344,688,10560,subdivide,subdivided,4972
m1222.obj,Jet,332,8046,612,15916,subdivide,subdivided,7714
m1223.obj,Jet,1117,9742,2230,19480,subdivide,subdivided,8625
m1224.obj,Jet,559,7885,944,15104,subdivide,subdivided,7326
m1225.obj,Jet,183,9240,340,17920,subdivide,subdivided,9057
m1226.obj,Jet,161,7939,318,15874,subdivide,subdivided,7778
m1227.obj,Jet,265,8830,324,16174,subdivide,subdivided,8565
m1228.obj,Jet,329,8089,368,14327,subdivide,subdivided,7760
m1229.obj,Jet,3388,8065,6422,15583,subdivide,subdivided,4677
m1230.obj,Jet,2360,9057,4325,17104,subdivide,subdivided,6697
m1231.obj,Jet,79,9020,130,17471,subdivide,subdivided,8941
m1232.obj,Jet,203,9455,418,18720,subdivide,subdivided,9252
m1233.obj,Jet,233,9868,516,19531,subdivide,subdivided,9635
m1234.obj,Jet,236,9795,492,19397,subdivide,subdivided,9559
m1235.obj,Jet,193,9084,376,17921,subdivide,subdivided,8891
m1236.obj,Jet,396,9077,828,18148,subdivide,subdivided,8681
m1237.obj,Jet,212,9852,480,19368,subdivide,subdivided,9640
m1238.obj,Jet,196,9546,396,18869,subdivide,subdivided,9350
m1239.obj,Jet,428,8769,676,16533,subdivide,subdivided,8341
m1240.obj,Jet,182,8546,378,17021,subdivide,subdivided,8364
m1241.obj,Jet,480,9483,720,17609,subdivide,subdivided,9003
m1242.obj,Jet,380,9976,608,19066,subdivide,subdivided,9596
m1243.obj,Jet,282,9487,596,18834,subdivide,subdivided,9205
m1245.obj,Jet,215,8294,426,16584,subdivide,subdivided,8079
m1246.obj,Jet,366,8513,784,17072,subdivide,subdivided,8147
m1247.obj,Jet,777,9649,1546,19294,subdivide,subdivided,8872
m1248.obj,Jet,296,9350,558,18098,subdivide,subdivided,9054
m1250.obj,Jet,2539,7811,4970,15505,subdivide,subdivided,5272
m1251.obj,Jet,1198,9175,2237,17811,subdivide,subdivided,7977
m1252.obj,Jet,3072,8620,4854,15113,subdivide,subdivided,5548
m1253.obj,Jet,348,8947,476,16632,subdivide,subdivided,8599
m1255.obj,Jet,3167,9623,6441,18644,subdivide,subdivided,6456
m1256.obj,Jet,9398,9379,18363,17255,unchanged,simplified,-19
m1257.obj,Jet,8812,8794,17370,16953,unchanged,simplified,-18
m1258.obj,Jet,2178,7331,3588,12276,subdivide,subdivided,5153
m1259.obj,Jet,6769,8009,11310,13341,unchanged,subdivided,1240
m1260.obj,Jet,6906,6905,14563,12409,unchanged,unchanged,-1
m1261.obj,Jet,431,8518,652,15945,subdivide,subdivided,8087
m1262.obj,Jet,646,8740,1032,16512,subdivide,subdivided,8094
m1263.obj,Jet,1244,9678,2092,18275,subdivide,subdivided,8434
m1264.obj,Jet,1144,9072,1996,17436,subdivide,subdivided,7928
m1265.obj,Jet,423,8347,680,16288,subdivide,subdivided,7924
m1266.obj,Jet,3408,9954,5808,18120,subdivide,subdivided,6546
m1267.obj,Jet,230,8258,335,15324,subdivide,subdivided,8028
m1268.obj,Jet,240,9764,376,18768,subdivide,subdivided,9524
m1269.obj,Jet,230,9442,272,17408,subdivide,subdivided,9212
m1271.obj,Jet,328,9553,524,18310,subdivide,subdivided,9225
m1273.obj,Jet,475,7492,924,14784,subdivide,subdivided,7017
m1274.obj,Jet,426,8772,684,16730,subdivide,subdivided,8346
m1275.obj,Jet,204,9241,272,17408,subdivide,subdivided,9037
m1276.obj,Jet,236,9042,256,16384,subdivide,subdivided,8806
m1277.obj,Jet,2239,8703,4224,16896,subdivide,subdivided,6464
m1278.obj,Jet,2304,8936,4344,17376,subdivide,subdivided,6632
m1279.obj,Jet,734,7944,1204,15025,subdivide,subdivided,7210
m1280.obj,Jet,249,8650,324,16174,subdivide,subdivided,8401
m1281.obj,Jet,415,8614,692,16924,subdivide,subdivided,8199
m1282.obj,Jet,368,9815,608,19065,subdivide,subdivided,9447
m1283.obj,Jet,275,9857,368,18370,subdivide,subdivided,9582
m1284.obj,Jet,6334,9508,11608,17666,unchanged,subdivided,3174
m1285.obj,Jet,802,9123,1408,17571,subdivide,subdivided,8321
m1286.obj,Jet,334,8158,428,14954,subdivide,subdivided,7824
m1287.obj,Jet,714,9978,1188,19008,subdivide,subdivided,9264
m1288.obj,Jet,1502,8690,2674,16350,subdivide,subdivided,7188
m1289.obj,Jet,5078,9812,9746,19093,unchanged,subdivided,4734
m1290.obj,Jet,279,9936,372,18570,subdivide,subdivided,9657
m1291.obj,Jet,272,9800,444,18815,subdivide,subdivided,9528
m1292.obj,Jet,2911,8547,5036,15711,subdivide,subdivided,5636
m1293.obj,Jet,906,9965,1540,19018,subdivide,subdivided,9059
m1296.obj,Jet,250,8238,408,15885,subdivide,subdivided,7988
m1297.obj,Jet,640,8766,1044,16704,subdivide,subdivided,8126
m1299.obj,Jet,210,8642,264,16320,subdivide,subdivided,8432
m1300.obj,Jet,39,7132,76,14336,subdivide,subdivided,7093
m1301.obj,Jet,74,7851,144,15698,subdivide,subdivided,7777
D01015.obj,Knife,886,8167,6330,15479,subdivide,subdivided,7281
D01025.obj,Knife,208,8012,1314,15963,subdivide,subdivided,7804
D01032.obj,Knife,560,8900,3336,17792,subdivide,subdivided,8340
D01051.obj,Knife,683,9796,4839,18208,subdivide,subdivided,9113
D01054.obj,Knife,130,8152,780,16256,subdivide,subdivided,8022
D01057.obj,Knife,184,9087,1146,17920,subdivide,subdivided,8903
D01063.obj,Knife,757,9777,5346,18569,subdivide,subdivided,9020
D01075.obj,Knife,726,9077,4374,18145,subdivide,subdivided,8351
D01077.obj,Knife,334,8066,1980,16094,subdivide,subdivided,7732
D01107.obj,Knife,976,8496,5823,16954,subdivide,subdivided,7520
D01119.obj,Knife,113,6980,654,13952,subdivide,subdivided,6867
D01132.obj,Knife,985,8589,5913,17165,subdivide,subdivided,7604
D01150.obj,Knife,287,9893,1704,19742,subdivide,subdivided,9606
D01168.obj,Knife,692,8614,4152,17208,subdivide,subdivided,7922
D01174.obj,Knife,808,7812,4794,15554,subdivide,subdivided,7004
D01187.obj,Knife,422,8466,1974,15751,subdivide,subdivided,8044
D01189.obj,Knife,131,8271,846,16320,subdivide,subdivided,8140
m722.obj,Knife,812,9680,1520,18968,subdivide,subdivided,8868
m723.obj,Knife,5076,9941,10136,19866,unchanged,subdivided,4865
m724.obj,Knife,262,9019,516,18030,subdivide,subdivided,8757
m725.obj,Knife,262,9019,516,18030,subdivide,subdivided,8757
m726.obj,Knife,417,6567,817,13072,subdivide,subdivided,6150
m727.obj,Knife,681,8403,1346,16760,subdivide,subdivided,7722
m728.obj,Knife,463,8138,818,15568,subdivide,subdivided,7675
D00017.obj,MilitaryVehicle,27708,8082,49148,13013,simplify,simplified,-19626
D00051.obj,MilitaryVehicle,855,9462,1624,18470,subdivide,subdivided,8607
D00100.obj,MilitaryVehicle,3204,9422,5588,17433,subdivide,subdivided,6218
D00173.obj,MilitaryVehicle,17299,8616,24950,10590,simplify,simplified,-8683
D00272.obj,MilitaryVehicle,15903,8910,30266,16524,simplify,simplified,-6993
D00334.obj,MilitaryVehicle,5859,8536,9976,15143,unchanged,subdivided,2677
D00458.obj,MilitaryVehicle,17962,8013,34011,14320,simplify,simplified,-9949
D00529.obj,MilitaryVehicle,38226,7812,74093,15450,simplify,simplified,-30414
D00577.obj,MilitaryVehicle,25354,8432,42389,12606,simplify,simplified,-16922
D00611.obj,MilitaryVehicle,2625,9592,4483,17900,subdivide,subdivided,6967
D00723.obj,MilitaryVehicle,16244,8393,25582,13318,simplify,simplified,-7851
D00761.obj,MilitaryVehicle,7768,7768,15408,15408,unchanged,unchanged,0
D00778.obj,MilitaryVehicle,4449,8699,7133,15578,subdivide,subdivided,4250
D00799.obj,MilitaryVehicle,719,8422,1342,16748,subdivide,subdivided,7703
D00801.obj,MilitaryVehicle,34333,9020,69397,18471,simplify,simplified,-25313
D00918.obj,MilitaryVehicle,13914,8054,25812,14092,simplify,simplified,-5860
D00932.obj,MilitaryVehicle,10039,8210,17224,12581,simplify,simplified,-1829
D00933.obj,MilitaryVehicle,13556,9456,16891,13121,simplify,simplified,-4100
D00952.obj,MilitaryVehicle,9744,9744,19260,19260,unchanged,unchanged,0
D00971.obj,MilitaryVehicle,7166,7146,11866,11738,unchanged,simplified,-20
D00007.obj,Monitor,1289,7803,2568,15567,subdivide,subdivided,6514
D00141.obj,Monitor,1646,9854,3200,19561,subdivide,subdivided,8208
D00229.obj,Monitor,2767,8290,4986,15555,subdivide,subdivided,5523
D00336.obj,Monitor,9485,9484,15561,15511,unchanged,unchanged,-1
D00339.obj,Monitor,1366,9952,2375,18620,subdivide,subdivided,8586
D00364.obj,Monitor,14887,8158,30258,15994,simplify,simplified,-6729
D00387.obj,Monitor,18962,8077,37916,16146,simplify,simplified,-10885
D00391.obj,Monitor,1812,7080,3488,13952,subdivide,subdivided,5268
D00412.obj,Monitor,2930,8571,4890,15256,subdivide,subdivided,5641
D00444.obj,Monitor,9961,9961,19638,19638,unchanged,unchanged,0
D00469.obj,Monitor,230,9953,444,19890,subdivide,subdivided,9723
D00548.obj,Monitor,464,7100,883,14064,subdivide,subdivided,6636
D00659.obj,Monitor,163,9508,294,18816,subdivide,subdivided,9345
D00852.obj,Monitor,6196,9387,11989,18319,unchanged,subdivided,3191
D00863.obj,Monitor,21122,7864,39768,15169,simplify,simplified,-13258
D00915.obj,Monitor,4788,8121,9779,16107,subdivide,subdivided,3333
D00919.obj,Monitor,1097,9321,2118,18361,subdivide,subdivided,8224
D00920.obj,Monitor,461,7268,908,14448,subdivide,subdivided,6807
D00978.obj,Monitor,16462,8989,33161,17923,simplify,simplified,-7473
D01000.obj,Monitor,17106,9068,35688,17862,simplify,simplified,-8038
D00011.obj,Monoplane,597,8550,1032,16512,subdivide,subdivided,7953
D00019.obj,Monoplane,837,9934,1578,19693,subdivide,subdivided,9097
D00043.obj,Monoplane,338,9794,556,18867,subdivide,subdivided,9456
D00098.obj,Monoplane,238,9658,374,18669,subdivide,subdivided,9420
D00167.obj,Monoplane,593,8369,1000,16000,subdivide,subdivided,7776
D00169.obj,Monoplane,2149,8404,4146,16584,subdivide,subdivided,6255
D00262.obj,Monoplane,524,7334,868,13888,subdivide,subdivided,6810
D00301.obj,Monoplane,1264,9703,2088,18240,subdivide,subdivided,8439
D00304.obj,Monoplane,1521,8610,2704,16533,subdivide,subdivided,7089
D00319.obj,Monoplane,931,8031,1862,15889,subdivide,subdivided,7100
D00402.obj,Monoplane,393,8359,668,16337,subdivide,subdivided,7966
D00482.obj,Monoplane,1672,9124,2768,16851,subdivide,subdivided,7452
D00617.obj,Monoplane,7418,7418,14840,14796,unchanged,unchanged,0
D00688.obj,Monoplane,5849,8684,10232,15397,unchanged,subdivided,2835
D00798.obj,Monoplane,2337,8784,4152,16604,subdivide,subdivided,6447
D00840.obj,Monoplane,2512,9884,4872,19488,subdivide,subdivided,7372
D00864.obj,Monoplane,627,8907,1061,16976,subdivide,subdivided,8280
D00925.obj,Monoplane,713,8505,1344,16773,subdivide,subdivided,7792
D00963.obj,Monoplane,790,8680,1328,16572,subdivide,subdivided,7890
D00995.obj,Monoplane,586,7984,940,15040,subdivide,subdivided,7398
D00021.obj,Motorcycle,9543,9543,18238,18052,unchanged,unchanged,0
D00039.obj,Motorcycle,18315,9963,36384,19656,simplify,simplified,-8352
D00054.obj,Motorcycle,4680,8011,9454,16102,subdivide,subdivided,3331
D00224.obj,Motorcycle,3920,8357,7453,16276,subdivide,subdivided,4437
D00269.obj,Motorcycle,3061,9048,5544,17202,subdivide,subdivided,5987
D00288.obj,Motorcycle,6529,9870,12510,19123,unchanged,subdivided,3341
D00342.obj,Motorcycle,32572,8826,64374,17220,simplify,simplified,-23746
D00345.obj,Motorcycle,18397,9470,33774,18426,simplify,simplified,-8927
D00395.obj,Motorcycle,7004,6996,12538,12423,unchanged,unchanged,-8
D00396.obj,Motorcycle,3397,9995,6096,19019,subdivide,subdivided,6598
D00476.obj,Motorcycle,25632,7948,45963,13677,simplify,simplified,-17684
D00521.obj,Motorcycle,16542,9099,32576,17784,simplify,simplified,-7443
D00544.obj,Motorcycle,12097,9619,22065,17209,simplify,simplified,-2478
D00594.obj,Motorcycle,12160,9695,22067,17212,simplify,simplified,-2465
D00703.obj,Motorcycle,46403,8459,90616,16968,simplify,simplified,-37944
D00768.obj,Motorcycle,9168,9168,18420,18382,unchanged,unchanged,0
D00858.obj,Motorcycle,14389,7923,28454,15534,simplify,simplified,-6466
D00880.obj,Motorcycle,5713,8687,11152,17045,unchanged,subdivided,2974
D00886.obj,Motorcycle,15288,8006,29064,15440,simplify,simplified,-7282
D00945.obj,Motorcycle,2747,7946,4590,14320,subdivide,subdivided,5199
m1479.obj,Motorcycle,12097,9621,22065,17203,simplify,simplified,-2476
m1480.obj,Motorcycle,9543,9543,18238,18048,unchanged,unchanged,0
m1481.obj,Motorcycle,547,8250,1036,16144,subdivide,subdivided,7703
m1482.obj,Motorcycle,15291,7999,29064,15440,simplify,simplified,-7292
m1483.obj,Motorcycle,46407,8458,90616,16967,simplify,simplified,-37949
m1484.obj,Motorcycle,118,8983,180,17610,subdivide,subdivided,8865
D00172.obj,Mug,1720,6880,3440,13760,subdivide,subdivided,5160
D00202.obj,Mug,37360,9994,74720,19988,simplify,simplified,-27366
D00227.obj,Mug,19522,9630,38444,18774,simplify,simplified,-9892
D00321.obj,Mug,560,8900,1112,17792,subdivide,subdivided,8340
D00341.obj,Mug,7452,7452,14908,14904,unchanged,unchanged,0
D00372.obj,Mug,785,9508,1505,18781,subdivide,subdivided,8723
D00427.obj,Mug,5476,8368,10944,16728,unchanged,subdivided,2892
D00684.obj,Mug,1723,6892,3446,13784,subdivide,subdivided,5169
D00685.obj,Mug,5703,8700,11040,16875,unchanged,subdivided,2997
D00705.obj,Mug,3792,8281,7584,16562,subdivide,subdivided,4489
D00728.obj,Mug,9271,9271,18513,18513,unchanged,unchanged,0
D00745.obj,Mug,3238,7868,6460,15720,subdivide,subdivided,4630
D00747.obj,Mug,15266,8336,30524,16664,simplify,simplified,-6930
D00760.obj,Mug,3265,7938,6520,15866,subdivide,subdivided,4673
D00770.obj,Mug,3300,8024,6592,16040,subdivide,subdivided,4724
D00825.obj,Mug,920,7936,1800,15724,subdivide,subdivided,7016
D00833.obj,Mug,2021,8000,3960,15840,subdivide,subdivided,5979
D00908.obj,Mug,896,9618,1696,18994,subdivide,subdivided,8722
D00913.obj,Mug,6672,7955,13344,15910,unchanged,subdivided,1283
D00923.obj,Mug,738,9164,2874,18320,subdivide,subdivided,8426
m503.obj,Mug,799,9805,1550,19344,subdivide,subdivided,9006
m504.obj,Mug,1725,6900,3450,13800,subdivide,subdivided,5175
m506.obj,Mug,8692,8692,17461,17304,unchanged,unchanged,0
m507.obj,Mug,3330,8084,6592,16041,subdivide,subdivided,4754
m508.obj,Mug,998,8686,1988,17364,subdivide,subdivided,7688
m509.obj,Mug,5893,8987,11748,17916,unchanged,subdivided,3094
D00036.obj,MultiSeat,144,8460,264,16896,subdivide,subdivided,8316
D00046.obj,MultiSeat,1190,8031,2354,16038,subdivide,subdivided,6841
D00053.obj,MultiSeat,1518,9101,2964,18124,subdivide,subdivided,7583
D00145.obj,MultiSeat,168,9870,308,19712,subdivide,subdivided,9702
D00146.obj,MultiSeat,21992,8424,43920,16784,simplify,simplified,-13568
D00237.obj,MultiSeat,1940,7700,3840,15360,subdivide,subdivided,5760
D00245.obj,MultiSeat,1672,7883,3296,15718,subdivide,subdivided,6211
D00263.obj,MultiSeat,40607,9845,80270,19270,simplify,simplified,-30762
D00273.obj,MultiSeat,27775,9584,55260,18953,simplify,simplified,-18191
D00285.obj,MultiSeat,3770,8174,7440,16248,subdivide,subdivided,4404
D00289.obj,MultiSeat,12462,9725,24874,19400,simplify,simplified,-2737
D00329.obj,MultiSeat,540,8520,1064,17024,subdivide,subdivided,7980
D00586.obj,MultiSeat,3922,8536,7796,17024,subdivide,subdivided,4614
D00588.obj,MultiSeat,294,7927,435,15198,subdivide,subdivided,7633
D00607.obj,MultiSeat,3156,9804,6272,19568,subdivide,subdivided,6648
D00637.obj,MultiSeat,7425,7420,15019,14740,unchanged,unchanged,-5
D00648.obj,MultiSeat,15181,8301,30300,16536,simplify,simplified,-6880
D00652.obj,MultiSeat,4607,7837,9182,15638,subdivide,subdivided,3230
D00749.obj,MultiSeat,21862,8498,42729,16268,simplify,simplified,-13364
D00985.obj,MultiSeat,10614,8282,21196,16532,simplify,simplified,-2332
m774.obj,MultiSeat,264,7867,448,15654,subdivide,subdivided,7603
m775.obj,MultiSeat,545,7618,961,15008,subdivide,subdivided,7073
