name,surface_area_before,volume_before,compactness_before,rectangularity_before,diameter_before,convexity_before,eccentricity_before,surface_area_after,volume_after,compactness_after,rectangularity_after,diameter_after,convexity_after,eccentricity_after
Ship\D00175_04_flipped.obj,3.074590,0.085329,35.294898,1.023760,1.552049,12.296777,37.685337,3.098596,0.085236,36.207007,1.031754,1.552049,12.283373,37.666615
Ship\D00175_05_scaled.obj,1.289488,0.023176,35.294991,1.023762,1.005127,31.348578,37.685332,1.299557,0.023151,36.207108,1.031756,1.005127,31.314406,37.666611
Ship\D00175_unified.obj,1.289488,0.023176,35.294991,1.023762,1.005127,31.348578,37.685332,1.299557,0.023151,36.207108,1.031756,1.005127,31.314406,37.666611
Ship\D00247_00_original.obj,3.450839,0.077940,59.813122,1.137953,1.933940,33.575596,81.015165,3.519580,0.078884,61.950254,1.160621,1.933940,33.982057,82.535838
Ship\D00247_01_remeshed.obj,3.442061,0.077925,59.381741,1.135058,1.933940,16.064331,70.733403,3.525023,0.078924,62.174523,1.162415,1.933940,16.270387,71.792151
Ship\D00247_02_translated.obj,3.442061,0.078144,59.049132,1.135058,1.933940,10.859324,70.733406,3.525023,0.078936,62.155876,1.162415,1.933940,10.969415,71.792154
Ship\D00247_03_aligned.obj,3.442061,0.078144,59.048836,1.144342,1.933940,4.280656,70.733421,3.525022,0.078936,62.155592,1.171923,1.933940,4.324051,71.792169
Ship\D00247_04_flipped.obj,3.442061,0.078144,59.048836,1.144342,1.933940,4.827272,70.733421,3.525022,0.078936,62.155592,1.171923,1.933940,4.878467,71.792169
Ship\D00247_05_scaled.obj,0.921374,0.010822,59.048772,1.144346,1.000581,10.082207,70.733398,0.943581,0.010932,62.155650,1.171927,1.000581,10.184404,71.792145
Ship\D00247_unified.obj,0.921374,0.010822,59.048772,1.144346,1.000581,10.082207,70.733398,0.943581,0.010932,62.155650,1.171927,1.000581,10.184404,71.792145
Ship\D00809_00_original.obj,3.064813,0.089470,31.798504,0.684555,1.882709,4.056778,62.917810,3.094246,0.089344,32.815453,0.691129,1.882709,4.051088,62.680845
Ship\D00809_01_remeshed.obj,3.026697,0.089398,30.676024,0.677533,1.881251,11.446462,47.921960,3.055291,0.089273,31.641820,0.683934,1.881251,11.430506,47.935911
Ship\D00809_02_translated.obj,3.026697,0.089658,30.498030,0.677534,1.881251,15.230158,47.921955,3.055291,0.089274,31.641637,0.683934,1.881251,15.164783,47.935906
Ship\D00809_03_aligned.obj,3.026697,0.089659,30.497963,0.678983,1.881251,9.812052,47.921960,3.055290,0.089274,31.641572,0.685397,1.881251,9.769933,47.935911
Ship\D00809_04_flipped.obj,3.026697,0.089659,30.497963,0.678983,1.881251,7.452135,47.921960,3.055290,0.089274,31.641572,0.685397,1.881251,7.420147,47.935911
Ship\D00809_05_scaled.obj,0.858304,0.013539,30.497921,0.678982,1.001804,15.631302,47.921971,0.866412,0.013481,31.641525,0.685396,1.001804,15.564206,47.935922
Ship\D00809_unified.obj,0.858304,0.013539,30.497921,0.678982,1.001804,15.631302,47.921971,0.866412,0.013481,31.641525,0.685396,1.001804,15.564206,47.935922
Ship\m1446_00_original.obj,0.832852,0.009069,62.111544,1.136482,0.950089,9.281484,81.015158,0.854431,0.009480,61.376749,1.165927,0.950089,9.702081,81.947334
Ship\m1446_01_remeshed.obj,0.830733,0.009069,61.626338,1.133591,0.950089,7.996933,107.328444,0.854549,0.009495,61.206295,1.166089,0.950089,8.371857,107.862777
Ship\m1446_02_translated.obj,0.830733,0.009249,59.252646,1.133591,0.950089,6.906017,107.328443,0.854549,0.009382,62.681456,1.166089,0.950089,20.306912,107.862776
Ship\m1446_03_aligned.obj,0.830734,0.009249,59.252775,1.144930,0.950090,4.681880,107.328412,0.854550,0.009382,62.681495,1.177754,0.950090,4.749176,107.862744
Ship\m1446_04_flipped.obj,0.830734,0.009249,59.252775,1.144930,0.950090,8.227251,107.328412,0.854550,0.009382,62.681495,1.177754,0.950090,8.345506,107.862744
Ship\m1446_05_scaled.obj,0.921906,0.010813,59.252656,1.144929,1.000868,6.950654,107.328420,0.948335,0.010968,62.681539,1.177752,1.000868,7.050547,107.862753
Ship\m1446_unified.obj,0.921906,0.010813,59.252656,1.144929,1.000868,6.950654,107.328420,0.948335,0.010968,62.681539,1.177752,1.000868,7.050547,107.862753
Ship\m1449_00_original.obj,1.046771,0.010693,88.703319,0.460731,0.952912,7.047774,44.301231,1.046771,0.010693,88.703319,0.460731,0.952912,7.047774,44.301231
Ship\m1449_01_remeshed.obj,1.046771,0.010693,88.703227,0.460731,0.952912,5.517279,115.465620,1.046771,0.010693,88.703227,0.460731,0.952912,5.517279,115.465620
Ship\m1449_02_translated.obj,1.046772,0.010693,88.703232,0.460731,0.952912,2.838894,115.465623,1.046772,0.010693,88.703232,0.460731,0.952912,2.838894,115.465623
Ship\m1449_03_aligned.obj,1.046772,0.010693,88.702845,0.510721,0.952912,1.392490,115.465528,1.046772,0.010693,88.702845,0.510721,0.952912,1.392490,115.465528
Ship\m1449_04_flipped.obj,1.046772,0.010693,88.702845,0.510721,0.952912,2.646676,115.465528,1.046772,0.010693,88.702845,0.510721,0.952912,2.646676,115.465528
Ship\m1449_05_scaled.obj,1.253325,0.014009,88.703297,0.510721,1.042698,2.680883,115.465567,1.253325,0.014009,88.703297,0.510721,1.042698,2.680883,115.465567
Ship\m1449_unified.obj,1.253325,0.014009,88.703297,0.510721,1.042698,2.680883,115.465567,1.253325,0.014009,88.703297,0.510721,1.042698,2.680883,115.465567
Ship\m1454_00_original.obj,1.227228,0.026924,22.543954,0.336154,0.950269,0.677534,1.839215,1.227228,0.026924,22.543954,0.336154,0.950269,0.677534,1.839215
Ship\m1454_01_remeshed.obj,1.227228,0.026924,22.543947,0.336154,0.950269,1.961585,13.606521,1.227228,0.026924,22.543947,0.336154,0.950269,1.961585,13.606521
Ship\m1454_02_translated.obj,1.227228,0.026924,22.543970,0.336154,0.950269,1.539520,13.606524,1.227228,0.026924,22.543970,0.336154,0.950269,1.539520,13.606524
Ship\m1454_03_aligned.obj,1.227227,0.026924,22.543877,0.339974,0.950269,9.734217,13.606524,1.227227,0.026924,22.543877,0.339974,0.950269,9.734217,13.606524
Ship\m1454_04_flipped.obj,1.227227,0.026924,22.543877,0.339974,0.950269,4.136908,13.606524,1.227227,0.026924,22.543877,0.339974,0.950269,4.136908,13.606524
Ship\m1454_05_scaled.obj,1.389383,0.032433,22.543904,0.339974,1.011102,4.571478,13.606524,1.389383,0.032433,22.543904,0.339974,1.011102,4.571478,13.606524
Ship\m1454_unified.obj,1.389383,0.032433,22.543904,0.339974,1.011102,4.571478,13.606524,1.389383,0.032433,22.543904,0.339974,1.011102,4.571478,13.606524
Sign\m1671_00_original.obj,0.194541,0.000323,624.552781,0.268695,0.954464,0.698810,726.706759,0.303038,0.001314,142.600088,0.418549,0.954464,2.843243,781.444779
Sign\m1671_01_remeshed.obj,0.194541,0.000323,624.588839,0.268695,0.954464,0.137213,657.398388,0.303038,0.001314,142.599051,0.418549,0.954464,0.558297,663.592155
Sign\m1671_02_translated.obj,0.194541,0.000917,77.434346,0.268695,0.954464,0.954989,657.399807,0.303038,0.001314,142.600944,0.418549,0.954464,1.368152,663.593560
Sign\m1671_03_aligned.obj,0.194541,0.000917,77.434563,0.259448,0.954464,1.388869,657.398962,0.303038,0.001314,142.600814,0.404145,0.954464,1.989746,663.592719
Sign\m1671_04_flipped.obj,0.194541,0.000917,77.434563,0.259448,0.954464,1.388869,657.398962,0.303038,0.001314,142.600814,0.404145,0.954464,1.989746,663.592719
Sign\m1671_05_scaled.obj,0.215423,0.001068,77.433973,0.259448,1.004385,2.705997,657.400928,0.335567,0.001531,142.599666,0.404145,1.004385,3.876718,663.594717
Sign\m1671_unified.obj,0.215423,0.001068,77.433973,0.259448,1.004385,2.705997,657.400928,0.335567,0.001531,142.599666,0.404145,1.004385,3.876718,663.594717
Sign\m1673_00_original.obj,0.192334,0.000427,345.332295,0.214568,0.976744,0.346422,1002.526273,0.291158,0.001102,179.677847,0.324816,0.976744,0.894509,1013.083373
Sign\m1673_01_remeshed.obj,0.192334,0.000427,345.322821,0.214568,0.976744,2.003295,1022.030263,0.291158,0.001102,179.678888,0.324816,0.976744,5.172695,1025.604554
Sign\m1673_02_translated.obj,0.192335,0.001089,53.092173,0.214568,0.976744,8.127375,1022.023908,0.291158,0.001102,179.673219,0.324816,0.976744,8.228712,1025.598107
Sign\m1673_03_aligned.obj,0.192334,0.001089,53.092622,0.208808,0.976744,2.990568,1022.027839,0.291158,0.001102,179.677965,0.316096,0.976744,3.027828,1025.602117
Sign\m1673_04_flipped.obj,0.192334,0.001089,53.092622,0.208808,0.976744,2.790245,1022.027839,0.291158,0.001102,179.677965,0.316096,0.976744,2.825009,1025.602117
Sign\m1673_05_scaled.obj,0.211283,0.001253,53.092949,0.208808,1.023728,0.784384,1022.026231,0.319843,0.001269,179.679363,0.316097,1.023728,0.794157,1025.600470
Sign\m1673_unified.obj,0.211283,0.001253,53.092949,0.208808,1.023728,0.784384,1022.026231,0.319843,0.001269,179.679363,0.316097,1.023728,0.794157,1025.600470
Skyscraper\D00058_00_original.obj,19.914125,0.190419,1925.807341,5.086808,1.837258,7.267375,12.737624,42.232338,0.011543,4998242.256161,10.787709,1.837258,0.440556,12.804165
Skyscraper\D00058_01_remeshed.obj,16.495726,0.115776,2960.920873,4.218020,1.837258,4.093821,6.148720,26.715753,0.130670,9874.178232,6.831319,1.837258,4.857934,5.913751
Skyscraper\D00058_02_translated.obj,16.495725,0.114134,3046.728799,4.218024,1.837258,2.333253,6.148720,26.715751,0.121513,11418.393674,6.831326,1.837258,3.146876,5.913751
Skyscraper\D00058_03_aligned.obj,16.495733,0.114134,3046.735844,4.028549,1.837258,44.301721,6.148719,26.715761,0.121513,11418.312280,6.524460,1.837258,47.166208,5.913751
Skyscraper\D00058_04_flipped.obj,16.495733,0.114134,3046.735844,4.028549,1.837258,5.769817,6.148719,26.715761,0.121513,11418.312280,6.524460,1.837258,6.142885,5.913751
Skyscraper\D00058_05_scaled.obj,4.974290,0.018900,3046.696615,4.028549,1.008904,7.541083,6.148720,8.056140,0.020122,11418.401764,6.524460,1.008904,5.870485,5.913751
Skyscraper\D00058_unified.obj,4.974290,0.018900,3046.696615,4.028549,1.008904,7.541083,6.148720,8.056140,0.020122,11418.401764,6.524460,1.008904,5.870485,5.913751
Skyscraper\D00532_00_original.obj,10.366470,0.204365,235.846074,1.948153,1.958898,15.567085,18.671789,14.701500,0.033539,24976.399022,2.762829,1.958898,2.554776,18.630100
Skyscraper\D00532_01_remeshed.obj,9.385294,0.202428,178.382286,1.777698,1.944225,5.757839,14.958708,13.762969,0.037284,16581.754547,2.606887,1.944225,1.060514,14.883673
Skyscraper\D00532_02_translated.obj,9.385293,0.202387,178.454515,1.777698,1.944225,4.654581,14.958708,13.762967,0.038153,15835.434974,2.606887,1.944225,0.877457,14.883673
Skyscraper\D00532_03_aligned.obj,9.385292,0.202386,178.454771,2.339752,1.944225,4.501155,14.958708,13.762967,0.038153,15835.405600,3.431106,1.944225,0.848535,14.883673
Skyscraper\D00532_04_flipped.obj,9.385292,0.202386,178.454771,2.339752,1.944225,4.501155,14.958708,13.762967,0.038153,15835.405600,3.431106,1.944225,0.848535,14.883673
Skyscraper\D00532_05_scaled.obj,2.702757,0.031277,178.453501,2.339748,1.043341,4.026927,14.958709,3.963432,0.005896,15835.554702,3.431101,1.043341,0.759130,14.883673
Skyscraper\D00532_unified.obj,2.702757,0.031277,178.453501,2.339748,1.043341,4.026927,14.958709,3.963432,0.005896,15835.554702,3.431101,1.043341,0.759130,14.883673
Spoon\D00144_00_original.obj,0.071825,0.000156,134.111933,1.206819,0.318427,2.475114,155.478711,0.023942,0.000332,1.099449,0.402273,0.318427,5.260893,155.478711
Spoon\D00144_01_remeshed.obj,0.023789,0.000068,25.368871,0.399705,0.318427,13.146580,182.012627,0.028818,0.000028,265.630378,0.484214,0.318427,5.417152,181.825941
Spoon\D00144_02_translated.obj,0.023789,0.000024,199.122703,0.399704,0.318427,9.834709,182.016412,0.028818,0.000028,265.630773,0.484213,0.318427,11.353494,181.829721
Spoon\D00144_03_aligned.obj,0.023789,0.000024,199.142698,0.377126,0.318427,0.792666,182.013690,0.028818,0.000028,265.650259,0.456860,0.318427,0.915090,181.827003
Spoon\D00144_04_flipped.obj,0.023789,0.000024,199.142698,0.377126,0.318427,2.709585,182.013690,0.028818,0.000028,265.650259,0.456860,0.318427,3.128066,181.827003
Spoon\D00144_05_scaled.obj,0.235817,0.000763,199.122428,0.377125,1.002561,0.716840,182.013870,0.285675,0.000881,265.625654,0.456860,1.002561,0.827548,181.827180
Spoon\D00144_unified.obj,0.235817,0.000763,199.122428,0.377125,1.002561,0.716840,182.013870,0.285675,0.000881,265.625654,0.456860,1.002561,0.827548,181.827180
Spoon\D00790_00_original.obj,304.259710,117.787254,17.950823,0.332175,20.061428,5.470623,182.040100,101.419903,88.935420,1.166186,0.110725,20.061428,4.130601,182.040100
Spoon\D00790_01_remeshed.obj,101.360335,39.228445,5.983421,0.110660,20.061428,0.678497,163.777713,141.541076,5.170128,937.977813,0.154527,20.061428,0.089423,163.758438
Spoon\D00790_02_translated.obj,101.360337,37.386225,6.587620,0.110660,20.061427,33.631055,163.777714,141.541081,33.773765,21.980430,0.154527,20.061427,30.381441,163.758440
Spoon\D00790_03_aligned.obj,101.360334,37.386223,6.587620,0.291744,20.061428,2.963125,163.777710,141.541077,33.773766,21.980427,0.407395,20.061428,2.676812,163.758435
Spoon\D00790_04_flipped.obj,101.360334,37.386223,6.587620,0.291744,20.061428,5.783432,163.777710,141.541077,33.773766,21.980427,0.407395,20.061428,5.224606,163.758435
Spoon\D00790_05_scaled.obj,0.252048,0.004636,6.587635,0.291743,1.000389,15.091646,163.777662,0.351963,0.004188,21.980456,0.407395,1.000389,13.633420,163.758387
Spoon\D00790_unified.obj,0.252048,0.004636,6.587635,0.291743,1.000389,15.091646,163.777662,0.351963,0.004188,21.980456,0.407395,1.000389,13.633420,163.758387
Starship\m1360_00_original.obj,0.980397,0.008022,129.487502,0.723637,0.967728,2.095963,16.563940,1.083643,0.010762,97.145361,0.799843,0.967728,2.863740,16.796223
Starship\m1360_01_remeshed.obj,0.873242,0.006710,130.755401,0.644545,0.967728,0.559554,17.225937,1.128031,0.003975,803.076177,0.832606,0.967728,0.329348,17.326473
Starship\m1360_02_translated.obj,0.873241,0.006625,134.136537,0.644544,0.967728,1.030384,17.225925,1.128031,0.003678,937.944498,0.832606,0.967728,0.724667,17.326462
Starship\m1360_03_aligned.obj,0.873241,0.006625,134.134822,0.641213,0.967728,2.255958,17.225923,1.128031,0.003678,938.110850,0.828303,0.967728,1.252434,17.326460
Starship\m1360_04_flipped.obj,0.873241,0.006625,134.134822,0.641213,0.967728,7.496736,17.225923,1.128031,0.003678,938.110850,0.828303,0.967728,4.161943,17.326460
Starship\m1360_05_scaled.obj,0.984301,0.007929,134.132791,0.641212,1.027424,14.365321,17.225925,1.271495,0.004400,938.700405,0.828302,1.027424,7.972590,17.326462
Starship\m1360_unified.obj,0.984301,0.007929,134.132791,0.641212,1.027424,14.365321,17.225925,1.271495,0.004400,938.700405,0.828302,1.027424,7.972590,17.326462
Starship\m1361_00_original.obj,1.120868,0.017666,39.894915,0.501998,1.010281,1.375228,52.605263,1.124279,0.017800,39.658811,0.503525,1.010281,1.385616,52.675631
Starship\m1361_01_remeshed.obj,1.120868,0.017666,39.894862,0.501998,1.010281,0.891380,54.905148,1.124279,0.017800,39.658751,0.503525,1.010281,0.898113,54.906244
Starship\m1361_02_translated.obj,1.120867,0.017824,39.191074,0.501998,1.010281,8.218325,54.905204,1.124278,0.017800,39.658980,0.503525,1.010281,8.207019,54.906300
Starship\m1361_03_aligned.obj,1.120867,0.017824,39.190875,0.527711,1.010281,3.422722,54.905152,1.124278,0.017800,39.658778,0.529317,1.010281,3.418013,54.906247
Starship\m1361_04_flipped.obj,1.120867,0.017824,39.190875,0.527711,1.010281,3.422722,54.905152,1.124278,0.017800,39.658778,0.529317,1.010281,3.418013,54.906247
Starship\m1361_05_scaled.obj,1.218602,0.020206,39.190912,0.527711,1.053407,5.080754,54.905129,1.222310,0.020178,39.658819,0.529317,1.053407,5.073765,54.906224
Starship\m1361_unified.obj,1.218602,0.020206,39.190912,0.527711,1.053407,5.080754,54.905129,1.222310,0.020178,39.658819,0.529317,1.053407,5.073765,54.906224
Starship\m1370_00_original.obj,0.609855,0.006716,44.468657,0.435007,0.967153,2.872123,16.281431,0.609831,0.008223,29.655862,0.434989,0.967153,3.516809,16.258236
Starship\m1370_01_remeshed.obj,0.597444,0.006587,43.458276,0.426154,0.967153,2.458725,22.467315,0.618679,0.006498,49.593778,0.441301,0.967153,2.425410,22.431565
Starship\m1370_02_translated.obj,0.597444,0.006967,38.845879,0.426154,0.967153,0.709079,22.467316,0.618679,0.006746,46.010603,0.441301,0.967153,0.686579,22.431566
Starship\m1370_03_aligned.obj,0.597444,0.006967,38.845945,0.412518,0.967153,1.042049,22.467302,0.618679,0.006746,46.010691,0.427180,0.967153,1.008983,22.431551
Starship\m1370_04_flipped.obj,0.597444,0.006967,38.845945,0.412518,0.967153,0.663095,22.467302,0.618679,0.006746,46.010691,0.427180,0.967153,0.642055,22.431551
Starship\m1370_05_scaled.obj,0.651202,0.007928,38.845781,0.412517,1.009728,0.752229,22.467303,0.674348,0.007677,46.010410,0.427180,1.009728,0.728361,22.431553
Starship\m1370_unified.obj,0.651202,0.007928,38.845781,0.412517,1.009728,0.752229,22.467303,0.674348,0.007677,46.010410,0.427180,1.009728,0.728361,22.431553
Starship\m1376_00_original.obj,0.383983,0.006469,11.961133,0.493977,0.950082,61.275925,168.919387,0.383983,0.006469,11.961132,0.493977,0.950082,61.275925,168.919387
Starship\m1376_01_remeshed.obj,0.383982,0.006469,11.961130,0.493977,0.950082,13.736126,175.934995,0.383982,0.006469,11.961130,0.493977,0.950082,13.736126,175.934995
Starship\m1376_02_translated.obj,0.383982,0.006469,11.961127,0.493977,0.950082,5.728939,175.934644,0.383982,0.006469,11.961127,0.493977,0.950082,5.728939,175.934644
Starship\m1376_03_aligned.obj,0.383983,0.006469,11.961123,0.494025,0.950082,9.986365,175.934780,0.383983,0.006469,11.961123,0.494025,0.950082,9.986365,175.934780
Starship\m1376_04_flipped.obj,0.383983,0.006469,11.961123,0.494025,0.950082,5.908851,175.934780,0.383983,0.006469,11.961123,0.494025,0.950082,5.908851,175.934780
Starship\m1376_05_scaled.obj,0.425472,0.007546,11.961142,0.494027,1.000093,31.514245,175.934728,0.425472,0.007546,11.961142,0.494027,1.000093,31.514245,175.934728
Starship\m1376_unified.obj,0.425472,0.007546,11.961142,0.494027,1.000093,31.514245,175.934728,0.425472,0.007546,11.961142,0.494027,1.000093,31.514245,175.934728
SubmachineGun\D00219_00_original.obj,1.772005,0.037101,35.742267,0.470347,1.967371,12.324585,187.705551,2.017496,0.034389,61.396066,0.535508,1.967371,11.423910,189.012361
SubmachineGun\D00219_01_remeshed.obj,1.772005,0.037101,35.742271,0.470347,1.967371,7.473232,102.607810,2.021060,0.034299,62.048843,0.536454,1.967371,6.908825,102.870578
SubmachineGun\D00219_02_translated.obj,1.772005,0.037483,35.016718,0.470347,1.967371,8.070988,102.607881,2.021061,0.034299,62.048894,0.536454,1.967371,7.385314,102.870649
SubmachineGun\D00219_03_aligned.obj,1.772005,0.037483,35.016618,0.466490,1.967371,25.128438,102.607833,2.021060,0.034299,62.048696,0.532055,1.967371,22.993643,102.870601
SubmachineGun\D00219_04_flipped.obj,1.772005,0.037483,35.016618,0.466490,1.967371,15.335197,102.607833,2.021060,0.034299,62.048696,0.532055,1.967371,14.032390,102.870601
SubmachineGun\D00219_05_scaled.obj,0.478728,0.005263,35.016795,0.466490,1.022583,4.131636,102.607975,0.546013,0.004816,62.049006,0.532055,1.022583,3.780633,102.870743
SubmachineGun\D00219_unified.obj,0.478728,0.005263,35.016795,0.466490,1.022583,4.131636,102.607975,0.546013,0.004816,62.049006,0.532055,1.022583,3.780633,102.870743
SubmachineGun\D00893_00_original.obj,1.074169,0.023221,20.323116,0.414210,1.866077,5.039705,588.361629,1.103757,0.022097,24.349209,0.425619,1.866077,4.795779,598.040272
SubmachineGun\D00893_01_remeshed.obj,1.072768,0.023175,20.324089,0.413670,1.866077,1.925344,786.822537,1.104697,0.022208,24.168315,0.425982,1.866077,1.845002,787.107862
SubmachineGun\D00893_02_translated.obj,1.072768,0.023275,20.150604,0.413670,1.866077,15.328039,786.823213,1.104697,0.022208,24.168327,0.425982,1.866077,14.625589,787.108539
SubmachineGun\D00893_03_aligned.obj,1.072768,0.023275,20.150592,0.414132,1.866077,9.103653,786.823017,1.104697,0.022208,24.168322,0.426458,1.866077,8.686451,787.108342
SubmachineGun\D00893_04_flipped.obj,1.072768,0.023275,20.150592,0.414132,1.866077,9.103653,786.823017,1.104697,0.022208,24.168322,0.426458,1.866077,8.686451,787.108342
SubmachineGun\D00893_05_scaled.obj,0.308173,0.003584,20.150587,0.414132,1.000170,68.405602,786.822933,0.317345,0.003419,24.168317,0.426458,1.000170,65.270717,787.108259
SubmachineGun\D00893_unified.obj,0.308173,0.003584,20.150587,0.414132,1.000170,68.405602,786.822933,0.317345,0.003419,24.168317,0.426458,1.000170,65.270717,787.108259
Sword\D00356_00_original.obj,0.408325,0.002442,100.975445,0.326361,1.456272,25.845194,12.240082,0.408734,0.002325,111.710034,0.326688,1.456272,24.608967,12.256106
Sword\D00356_01_remeshed.obj,0.408326,0.002442,100.975696,0.326361,1.456272,319.686795,9.752078,0.408711,0.002502,96.401141,0.326669,1.456272,327.647299,9.760095
Sword\D00356_02_translated.obj,0.408325,0.002441,101.013999,0.326361,1.456272,2.244360,9.752075,0.408711,0.002284,115.767917,0.326669,1.456272,2.099442,9.760092
Sword\D00356_03_aligned.obj,0.408325,0.002441,101.014414,0.326053,1.456272,3.901315,9.752076,0.408711,0.002284,115.768389,0.326361,1.456272,3.649407,9.760093
Sword\D00356_04_flipped.obj,0.408325,0.002441,101.014414,0.326053,1.456272,3.901315,9.752076,0.408711,0.002284,115.768389,0.326361,1.456272,3.649407,9.760093
Sword\D00356_05_scaled.obj,0.192657,0.000791,101.013756,0.326052,1.000304,6.400460,9.752079,0.192839,0.000740,115.767342,0.326359,1.000304,5.987189,9.760095
Sword\D00356_unified.obj,0.192657,0.000791,101.013756,0.326052,1.000304,6.400460,9.752079,0.192839,0.000740,115.767342,0.326359,1.000304,5.987189,9.760095
Sword\D00808_00_original.obj,0.676311,0.005373,94.746754,0.290847,1.612730,0.460086,243.486873,0.669700,0.003788,185.118375,0.288004,1.612730,0.324337,243.486873
Sword\D00808_01_remeshed.obj,0.659506,0.005373,87.850190,0.283620,1.612730,0.411081,366.417274,0.663555,0.004839,110.307276,0.285362,1.612730,0.370240,366.430308
Sword\D00808_02_translated.obj,0.659507,0.005373,87.857430,0.283621,1.612730,0.398025,366.417171,0.663556,0.004795,112.362795,0.285362,1.612730,0.355202,366.430205
Sword\D00808_03_aligned.obj,0.659508,0.005373,87.857601,0.283704,1.612730,1.418402,366.417061,0.663557,0.004795,112.363343,0.285446,1.612730,1.265797,366.430095
Sword\D00808_04_flipped.obj,0.659508,0.005373,87.857601,0.283704,1.612730,1.418402,366.417061,0.663557,0.004795,112.363343,0.285446,1.612730,1.265797,366.430095
Sword\D00808_05_scaled.obj,0.254016,0.001284,87.857686,0.283704,1.000882,0.687904,366.417253,0.255575,0.001146,112.363225,0.285445,1.000882,0.613893,366.430287
Sword\D00808_unified.obj,0.254016,0.001284,87.857686,0.283704,1.000882,0.687904,366.417253,0.255575,0.001146,112.363225,0.285445,1.000882,0.613893,366.430287
Sword\m697_00_original.obj,0.086935,0.000199,146.727066,0.202336,0.950066,0.271915,3001.446084,0.086935,0.000199,146.727066,0.202336,0.950066,0.271915,3001.446084
Sword\m697_01_remeshed.obj,0.086935,0.000199,146.725885,0.202337,0.950066,0.308815,3166.228865,0.086935,0.000199,146.725885,0.202337,0.950066,0.308815,3166.228865
Sword\m697_02_translated.obj,0.086935,0.000199,146.730113,0.202337,0.950066,0.676875,3166.205099,0.086935,0.000199,146.730113,0.202337,0.950066,0.676875,3166.205099
Sword\m697_03_aligned.obj,0.086935,0.000199,146.726044,0.202336,0.950066,0.860922,3166.201680,0.086935,0.000199,146.726044,0.202336,0.950066,0.860922,3166.201680
Sword\m697_04_flipped.obj,0.086935,0.000199,146.726044,0.202336,0.950066,0.860922,3166.201680,0.086935,0.000199,146.726044,0.202336,0.950066,0.860922,3166.201680
Sword\m697_05_scaled.obj,0.096327,0.000232,146.727707,0.202336,1.000067,1.553632,3166.202962,0.096327,0.000232,146.727707,0.202336,1.000067,1.553632,3166.202962
Sword\m697_unified.obj,0.096327,0.000232,146.727707,0.202336,1.000067,1.553632,3166.202962,0.096327,0.000232,146.727707,0.202336,1.000067,1.553632,3166.202962
Sword\m703_00_original.obj,0.139375,0.000386,160.843112,0.590622,0.950054,1.133853,1478.296872,0.141999,0.000386,170.172685,0.601744,0.950054,1.133617,1480.345619
Sword\m703_01_remeshed.obj,0.139375,0.000386,160.847244,0.590622,0.950054,45.891840,1554.989099,0.141999,0.000386,170.177443,0.601745,0.950054,45.882253,1555.138529
Sword\m703_02_translated.obj,0.139375,0.000386,160.877315,0.590621,0.950054,3.421417,1555.000406,0.141999,0.000386,170.173053,0.601744,0.950054,3.421067,1555.149837
Sword\m703_03_aligned.obj,0.139374,0.000386,160.876263,0.588679,0.950054,45.262569,1554.998784,0.141999,0.000386,170.171380,0.599765,0.950054,45.258004,1555.148215
Sword\m703_04_flipped.obj,0.139374,0.000386,160.876263,0.588679,0.950054,2.838297,1554.998784,0.141999,0.000386,170.171380,0.599765,0.950054,2.838011,1555.148215
Sword\m703_05_scaled.obj,0.154431,0.000450,160.877911,0.588677,1.000055,5.302305,1554.997864,0.157339,0.000450,170.173244,0.599763,1.000055,5.301768,1555.147295
Sword\m703_unified.obj,0.154431,0.000450,160.877911,0.588677,1.000055,5.302305,1554.997864,0.157339,0.000450,170.173244,0.599763,1.000055,5.301768,1555.147295
Sword\m715_00_original.obj,0.126318,0.000334,159.466571,0.158512,0.950000,0.240480,9.433693,0.126318,0.000305,192.152735,0.158512,0.950000,0.219073,9.358692
Sword\m715_01_remeshed.obj,0.126545,0.000297,203.571712,0.158798,0.950000,0.144834,8.139499,0.128956,0.000174,628.935382,0.161822,0.950000,0.084765,8.155717
Sword\m715_02_translated.obj,0.126545,0.000330,164.753201,0.158798,0.950000,1.049529,8.139487,0.128956,0.000305,204.181537,0.161822,0.950000,0.969829,8.158432
Sword\m715_03_aligned.obj,0.126545,0.000330,164.752975,0.158751,0.950001,0.247119,8.139499,0.128956,0.000306,202.091123,0.161775,0.950001,0.229531,8.161168
Sword\m715_04_flipped.obj,0.126545,0.000330,164.752975,0.158751,0.950001,0.247119,8.139499,0.128956,0.000306,202.091123,0.161775,0.950001,0.229531,8.161168
Sword\m715_05_scaled.obj,0.140225,0.000385,164.753738,0.158751,1.000033,0.270827,8.139501,0.142896,0.000355,204.308101,0.161774,1.000033,0.250184,8.161170
Sword\m715_unified.obj,0.140225,0.000385,164.753738,0.158751,1.000033,0.270827,8.139501,0.142896,0.000355,204.308101,0.161774,1.000033,0.250184,8.161170
Sword\m719_00_original.obj,0.269290,0.003580,13.470202,0.384518,0.950000,0.738100,150.760153,0.269290,0.003580,13.470202,0.384518,0.950000,0.738100,150.760153
Sword\m719_01_remeshed.obj,0.269290,0.003580,13.470199,0.384518,0.950000,0.793281,169.824112,0.269290,0.003580,13.470199,0.384518,0.950000,0.793281,169.824112
